media_file,annotator,start,end,label
60m,PAR,74774,83180,standing at one of the major crossroads between Western Europe and  the East it was conquered by just about everyone who passed by .
60m,PAR,83180,86030,as a result things look different here .
60m,PAR,86030,95391,"rather than the familiar cultural overlay of most of Italy, the  central European influence is readily apparent in Friuli ."
60m,PAR,95391,104781,the architecture tends more toward Austrian grandeur than Tuscan  simplicity .
60m,PAR,104781,109532,here you'll find gray stone castles rather than sun drenched villas  .
60m,PAR,109532,120750,"the people look different too taller and blonder than southern  Italians, and with plenty of German and Central European surnames ."
33m,PAR,4,24903,so here we are in F:riuli tucked away in a remote corner of the  Alpine foothills in northeastern ≠↫I-I-I-I-I-I↫Italy at a little  r:estaurant .
33m,PAR,24903,30419,I [/] I hafta admit that when I travel history is not the first  thing on my mind .
33m,PAR,30419,31623,food and wine are .
33m,PAR,31623,31823,and that's what sold me on F:riuli .
33m,PAR,31823,37516,it is famous as a source of some of Italy's best white wines .
33m,PAR,37516,44298,we went primarily in search of wines unaware that we soon would  make a culinary ≠detour .
33m,PAR,44298,92065,≠↫o-o-o-o-o-o↫occupying the extreme northeast corner of  ≠↫I-I-I-I-I-I-I-I-I-I↫Italy ≠Friuli's ↫s-s-s-s-s-s-s-s↫scenery  r:anges from rugged coastline along the eastern border to [/] to  ≠placid plains in the west and the majestic Alps ↫i-i-i-i-i-i↫in the  north where ↫I↫Italy butts up against ↫Au↫Austria .
33m,PAR,92065,102582,directly to the south is ↫V-V-V-V-V-V↫V:enice just a little more  than an hour and a half away .
33m,PAR,102582,113866,though off t:he beaten tourist tract [//] track ↫F-F-F↫Friuli is  hard in the path of [/] of ≠history .
33m,PAR,113866,120531,standing at one of the major crossroads between Western Europe and  the east is was conquered by just about everyone who passed by .
33m,PAR,120531,125231,as a result things look &-d things look d:ifferent here .
33m,PAR,125231,147145,rather than the ↫f↫f:amiliar ≠cultural overlay of most of  ≠↫I-I-I-I-I-I-I-I-I-I-I-I↫Italy the [/] the central European  influence is readily apparent in F:riuli .
33m,PAR,147145,165597,the [/] ↫th-th↫the architecture tends <more towards> [//] more  toward ≠↫Au-Au↫Austrian ↫gra-gra↫grandeur than ≠Tuscan  ↫s-s-s-s-s-s-s-s-s-s-s↫simplicity .
33m,PAR,165597,176969,here you find grey stone ≠castles rather than sun drenched  ↫v-v-v-v-v-v-v↫v:illas .
33m,PAR,176969,216681,the [/] ≠th:e people look ≠↫d-d-d↫different too taller and &+≠b and  [/] ≠↫aa↫and blonder than southern ↫I↫Italians and with plenty of  German and Central European ↫s-s-s-s-s-s↫s:urnames .
29mb,PAR,79,16391,so here we are in Friuli tucked away in a remote corner of the  Alpine foothills in northeastern Italy at a little restaurant .
29mb,PAR,16391,23378,I hafta admit that when I travel history is not the first thing on  my mind .
29mb,PAR,23378,25496,food and wine are .
29mb,PAR,25496,29298,and that's what sold me on Friuli .
29mb,PAR,29298,34849,it is famous as a source of some of Italy's best white wines .
29mb,PAR,34849,43804,we went primarily in search of wines unaware that we soon would  make a culinary detour .
29mb,PAR,43804,63163,occupying the extreme northeast corner of Italy Friuli's scenery  ranges from rugged coastline along the eastern border to placid  plains in the west and the majestic Alps in the north where Italy  butts up against Austria .
29mb,PAR,63163,70434,directly to the south is Venice just a little more than an hour and  a half away .
29mb,PAR,70434,77337,though off the beaten tourist track Friuli is hard in the path of  history .
29mb,PAR,77337,86341,standing at one of the major crossroads between Western Europe and  the East it was conquered by just about everyone who passed by .
29mb,PAR,86341,90010,as a result things look different here .
29mb,PAR,90010,100948,"rather than the familiar cultural overlay of most of Italy, the  central European influence is readily apparent in Friuli ."
29mb,PAR,100948,110805,the architecture tends more toward Austrian grandeur than Tuscan  simplicity .
29mb,PAR,110805,117023,here you'll find gray stone castles rather than sun drenched villas  .
29mb,PAR,117023,128494,"the people look different too taller and blonder than southern  Italians, and with plenty of German and Central European surnames ."
29mb,INV,79,84,go .
29mb,INV,128494,130345,that's perfect .
39f,PAR,0,2531,okay .
39f,PAR,2531,30602,"+"" so [/] so here [/] here [/] here we &-like are [/] are &-like in  [/] in Friuli &+tuck &-like tucked away [/] away in &-like a remote  &-um &-what's &-the &-like &-a corner &-a corner &-say of the  ↫A↫Alpine &-like &-like &+foot &-like foothills &-say in northern  ↫e-e-e↫eastern &-like ↫I-I↫Italy at a little ↫re-re-re↫restaurant ."
39f,PAR,30602,42700,"+"" I hafta &-like ↫a↫admit that when I [/] I travel ↫hi-hi↫history  <is not> [/] (.) is not &-like the first thing [/] (.) thing on my  mind ."
39f,PAR,42700,44717,"+"" food &-say and wine are [/] are ."
39f,PAR,44717,49719,"+"" &-say and that's what sold me &-the me on Friuli ."
39f,PAR,49719,60467,"+"" it's &-like &-a famous as a source of some of &-like  ↫I-I↫Italy's best &-um &-like ↫wi↫white ↫w-w↫wines ."
39f,PAR,60467,75544,"+"" we went ↫pr-pr-pr↫primarily in search of wines unaware that we  &-↫li↫like soon &-um would make [/] make a culinary ↫de↫detour ."
39f,PAR,75544,114276,"+"" &-uh &-I occupying the &-like ↫e↫extreme north &-like east &-uh  &-whatchamacallit corner of &-like ↫I-I↫Italy &+f &+f &-like Friuli  ↫sc-sc↫scenery ranges from ↫ru-ru↫rugged coastline ↫a-a-a↫along the  &-like ↫e-e↫eastern &-uh ↫bor-bor↫border to ↫pl-pl↫placid plains in  &-like the [/] the [/] the west and the ↫ma-ma-ma↫majestic ↫Al↫Alps  &+say in the north [/] north [/] north where &-like ↫I↫Italy &+butt  &+butt &+like butts up &-say against &-uh Australia ."
39f,PAR,114276,122278,"+"" &-like directly to the south is &-like Venice just &-like a  little more than &-like an hour and half &-like ↫a↫away ."
39f,PAR,122278,140034,"+"" though off the &-whatchamacallit the beaten tourist track Friuli  ↫i-i↫is [/] is &-um ↫har-har↫hard [/] hard in the &+↫pa-pa-pa↫pa [/]  the path of &-like ↫hi-hi-hi↫history ."
39f,PAR,140034,159926,"+"" ↫sta↫standing [/] standing at one &-like one [/] one of the  major xxx &-like roads between ↫W-W-W↫Western Europe and the ↫E↫East  it was &-like ↫c-c↫conquered by just about &-like ↫e-e↫everyone who  passed by ."
39f,PAR,159926,163912,"+"" as &-like a result things look &-like different here ."
39f,PAR,163912,179442,"+"" rather than the &-like familiar &-↫l↫like cultural &-like  ↫o-o↫overlay of most of &-like ↫I-It-It↫Italy the central &-like  ↫Eu↫European &-like influence is &-like ↫re↫readily apparent in  Friuli ."
39f,PAR,179442,194159,"+"" the &-like ↫ar-ar↫architecture &-um &-whatchamacallit tends more  toward &-like ↫Au↫Austrian grandeur than &-like &+t &-like Tuscan  &-like &+simpl &-like &-like &-like &-whatchamacallit simplicity ."
39f,PAR,194159,203059,"+"" her:e &-like ↫you-you-you↫you'll find gray &-like stone  &-↫li↫like castles rather than sun &-like drenched villas ."
39f,PAR,203059,224724,"+"" the people &-like look &-like different &-um &-like  &-whatchamacallit &-like too taller and &-like ↫bl-bl↫blonder than  southern ↫I-I-I-I↫Italians and with plenty of &-like &-like German  and &-like Central &-like ↫Eu-Eu↫European ↫sur↫surnames ."
