media_file,split,annotator,item,start,end,SR,ISR,MUR,P,B,V,FG,HM,ME,T
29mc,val,A3,"29mc-(151005, 151795)",151090.0,151795.0,0,0,0,1,0,0,0,0,0,0
29mc,val,bau,"29mc-(150865, 151115)",151090.0,151795.0,0,0,0,1,0,0,0,0,0,0
29mc,val,bau,"29mc-(151005, 151795)",151090.0,151795.0,0,0,0,1,0,0,0,0,0,0
29mc,val,A2,"29mc-(155940, 156613)",155940.0,156590.0,0,0,0,1,0,0,1,0,0,1
29mc,val,mas,"29mc-(155940, 156613)",155940.0,156590.0,0,0,0,1,0,0,1,0,0,1
29mc,val,sad,"29mc-(155940, 156613)",155940.0,156590.0,0,0,0,1,0,0,1,0,0,1
29mc,val,A3,"29mc-(155940, 156613)",156313.0,156613.0,0,0,0,1,0,0,0,0,0,0
29mc,val,bau,"29mc-(155940, 156613)",156313.0,156613.0,0,0,0,1,0,0,0,0,0,0
29mc,val,A2,"29mc-(157390, 158099)",157390.0,158010.0,0,0,0,1,0,0,1,0,0,1
29mc,val,mas,"29mc-(157390, 158099)",157390.0,158010.0,0,0,0,1,0,0,1,0,0,1
29mc,val,sad,"29mc-(157390, 158099)",157390.0,158010.0,0,0,0,1,0,0,1,0,0,1
29mc,val,A3,"29mc-(157390, 158099)",157399.0,158099.0,0,0,0,1,0,0,0,0,0,0
29mc,val,bau,"29mc-(157390, 158099)",157399.0,158099.0,0,0,0,1,0,0,0,0,0,0
29mc,val,A2,"29mc-(158770, 159190)",158770.0,159190.0,0,0,0,1,0,0,0,0,0,1
29mc,val,bau,"29mc-(158770, 159190)",158770.0,159190.0,0,0,0,1,0,0,0,0,0,1
29mc,val,mas,"29mc-(158770, 159190)",158770.0,159190.0,0,0,0,1,0,0,0,0,0,1
29mc,val,sad,"29mc-(158770, 159190)",158770.0,159190.0,0,0,0,1,0,0,0,0,0,1
29mc,val,A3,"29mc-(160417, 161078)",160417.0,161078.0,0,0,0,1,0,0,0,0,0,0
29mc,val,bau,"29mc-(160417, 161078)",160417.0,161078.0,0,0,0,1,0,0,0,0,0,0
29mc,val,A2,"29mc-(160417, 161078)",160520.0,161010.0,0,0,0,1,0,0,0,0,0,1
29mc,val,mas,"29mc-(160417, 161078)",160520.0,161010.0,0,0,0,1,0,0,0,0,0,1
29mc,val,sad,"29mc-(160417, 161078)",160520.0,161010.0,0,0,0,1,0,0,0,0,0,1
32m,train,A1,"32m-(8112, 11339)",8060.0,9120.0,0,0,0,1,0,0,1,0,0,1
32m,train,A1,"32m-(8100, 12520)",8060.0,9120.0,0,0,0,1,0,0,1,0,0,1
32m,train,A1,"32m-(8060, 9120)",8060.0,9120.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(8060, 9120)",8060.0,9120.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(8100, 12520)",8060.0,9120.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(8112, 11339)",8060.0,9120.0,0,0,0,1,0,0,1,0,0,1
32m,train,A3,"32m-(8112, 11339)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(11347, 12390)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(8100, 12520)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(8060, 9120)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(9130, 11550)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(11347, 12390)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(8060, 9120)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(8100, 12520)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(8112, 11339)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(9130, 11550)",8100.0,12520.0,0,0,0,1,0,0,0,0,0,0
32m,train,A2,"32m-(8112, 11339)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,A2,"32m-(8100, 12520)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,A2,"32m-(8060, 9120)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,A2,"32m-(9130, 11550)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,mas,"32m-(8060, 9120)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,mas,"32m-(8100, 12520)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,mas,"32m-(8112, 11339)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,mas,"32m-(9130, 11550)",8112.0,11339.0,0,0,0,1,1,1,1,1,0,2
32m,train,A1,"32m-(8112, 11339)",9130.0,11550.0,0,0,0,1,0,0,0,1,0,1
32m,train,A1,"32m-(11347, 12390)",9130.0,11550.0,0,0,0,1,0,0,0,1,0,1
32m,train,A1,"32m-(8100, 12520)",9130.0,11550.0,0,0,0,1,0,0,0,1,0,1
32m,train,A1,"32m-(9130, 11550)",9130.0,11550.0,0,0,0,1,0,0,0,1,0,1
32m,train,sad,"32m-(9130, 11550)",9130.0,11550.0,0,0,0,1,0,0,0,1,0,1
32m,train,A2,"32m-(11347, 12390)",11347.0,12200.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(8100, 12520)",11347.0,12200.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(9130, 11550)",11347.0,12200.0,0,0,0,1,0,0,1,0,0,1
32m,train,mas,"32m-(11347, 12390)",11347.0,12200.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(11347, 12390)",11347.0,12200.0,0,0,0,1,0,0,1,0,0,1
32m,train,A1,"32m-(11347, 12390)",11550.0,12390.0,0,0,0,1,0,0,0,0,0,0
32m,train,A1,"32m-(8100, 12520)",11550.0,12390.0,0,0,0,1,0,0,0,0,0,0
32m,train,A1,"32m-(9130, 11550)",11550.0,12390.0,0,0,0,1,0,0,0,0,0,0
32m,train,A1,"32m-(16390, 18720)",16390.0,18550.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(16390, 18720)",16446.0,18619.0,0,1,0,0,0,1,0,0,0,1
32m,train,mas,"32m-(16390, 18720)",16446.0,18619.0,0,1,0,0,0,1,0,0,0,1
32m,train,A3,"32m-(16390, 18720)",16510.0,18720.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(16390, 18720)",16510.0,18720.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(16390, 18720)",16510.0,18720.0,0,0,0,1,0,0,0,0,0,0
32m,train,A1,"32m-(19610, 21270)",19610.0,21120.0,0,0,0,0,1,0,1,0,0,1
32m,train,A3,"32m-(19610, 21270)",19650.0,21270.0,0,0,0,0,1,0,1,0,0,0
32m,train,bau,"32m-(19610, 21270)",19650.0,21270.0,0,0,0,0,1,0,1,0,0,0
32m,train,A2,"32m-(19610, 21270)",19730.0,21010.0,0,0,0,0,1,0,1,0,0,1
32m,train,mas,"32m-(19610, 21270)",19730.0,21010.0,0,0,0,0,1,0,1,0,0,1
32m,train,sad,"32m-(19610, 21270)",19730.0,21010.0,0,0,0,0,1,0,1,0,0,1
32m,train,A2,"32m-(28826, 29320)",28826.0,29320.0,0,0,0,0,0,1,0,0,0,1
32m,train,A2,"32m-(28950, 30150)",28826.0,29320.0,0,0,0,0,0,1,0,0,0,1
32m,train,mas,"32m-(28826, 29320)",28826.0,29320.0,0,0,0,0,0,1,0,0,0,1
32m,train,mas,"32m-(28950, 30150)",28826.0,29320.0,0,0,0,0,0,1,0,0,0,1
32m,train,sad,"32m-(28826, 29320)",28826.0,29320.0,0,0,0,0,0,1,0,0,0,1
32m,train,sad,"32m-(28950, 30150)",28826.0,29320.0,0,0,0,0,0,1,0,0,0,1
32m,train,A3,"32m-(28826, 29320)",28950.0,30150.0,0,0,0,0,0,1,0,0,0,0
32m,train,A3,"32m-(28950, 30150)",28950.0,30150.0,0,0,0,0,0,1,0,0,0,0
32m,train,bau,"32m-(28826, 29320)",28950.0,30150.0,0,0,0,0,0,1,0,0,0,0
32m,train,bau,"32m-(28950, 30150)",28950.0,30150.0,0,0,0,0,0,1,0,0,0,0
32m,train,A1,"32m-(33690, 33920)",33690.0,33920.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(33690, 33920)",33690.0,33920.0,0,0,0,1,0,0,0,0,0,0
32m,train,A2,"32m-(33690, 33920)",33710.0,33790.0,0,0,0,1,0,0,1,0,0,1
32m,train,bau,"32m-(33690, 33920)",33710.0,33790.0,0,0,0,1,0,0,1,0,0,1
32m,train,mas,"32m-(33690, 33920)",33710.0,33790.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(35266, 36200)",35266.0,36200.0,0,0,0,0,0,0,1,0,0,1
32m,train,bau,"32m-(35266, 36200)",35266.0,36200.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(35266, 36200)",35266.0,36200.0,0,0,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(35266, 36200)",35266.0,36200.0,0,0,0,0,0,0,1,0,0,1
32m,train,A3,"32m-(36940, 38230)",36940.0,38230.0,0,0,0,0,1,1,0,0,0,0
32m,train,bau,"32m-(36940, 38230)",36940.0,38230.0,0,0,0,0,1,1,0,0,0,0
32m,train,A1,"32m-(36940, 38230)",37010.0,38180.0,0,0,0,0,1,0,1,0,0,1
32m,train,A2,"32m-(36940, 38230)",37050.0,38010.0,0,0,0,0,1,0,1,0,0,2
32m,train,mas,"32m-(36940, 38230)",37050.0,38010.0,0,0,0,0,1,0,1,0,0,2
32m,train,sad,"32m-(36940, 38230)",37050.0,38010.0,0,0,0,0,1,0,1,0,0,2
32m,train,A3,"32m-(44810, 45980)",44810.0,45980.0,0,0,0,0,1,0,1,0,0,0
32m,train,bau,"32m-(44810, 45980)",44810.0,45980.0,0,0,0,0,1,0,1,0,0,0
32m,train,A1,"32m-(44810, 45980)",44860.0,45870.0,0,0,0,0,1,0,1,0,0,1
32m,train,A2,"32m-(44810, 45980)",44910.0,45730.0,0,0,0,0,1,0,0,0,0,1
32m,train,mas,"32m-(44810, 45980)",44910.0,45730.0,0,0,0,0,1,0,0,0,0,1
32m,train,sad,"32m-(44810, 45980)",44910.0,45730.0,0,0,0,0,1,0,0,0,0,1
32m,train,A3,"32m-(50480, 51400)",50480.0,51400.0,0,0,0,0,1,0,0,0,0,0
32m,train,bau,"32m-(50480, 51400)",50480.0,51400.0,0,0,0,0,1,0,0,0,0,0
32m,train,A2,"32m-(50480, 51400)",50518.0,51091.0,0,0,0,0,1,0,0,0,0,1
32m,train,mas,"32m-(50480, 51400)",50518.0,51091.0,0,0,0,0,1,0,0,0,0,1
32m,train,A1,"32m-(50480, 51400)",50730.0,51280.0,0,0,0,0,1,0,1,0,0,1
32m,train,sad,"32m-(50480, 51400)",50730.0,51280.0,0,0,0,0,1,0,1,0,0,1
32m,train,A2,"32m-(52180, 52920)",52180.0,52860.0,1,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(52180, 52920)",52180.0,52860.0,1,0,0,0,0,0,1,0,0,1
32m,train,A1,"32m-(52180, 52920)",52230.0,52630.0,1,0,0,0,0,0,1,0,0,2
32m,train,sad,"32m-(52180, 52920)",52230.0,52630.0,1,0,0,0,0,0,1,0,0,2
32m,train,A3,"32m-(52180, 52920)",52300.0,52920.0,1,0,0,0,0,1,0,0,0,0
32m,train,bau,"32m-(52180, 52920)",52300.0,52920.0,1,0,0,0,0,1,0,0,0,0
32m,train,A3,"32m-(53390, 53880)",53390.0,53880.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(53390, 53880)",53390.0,53880.0,0,0,0,1,0,0,0,0,0,0
32m,train,mas,"32m-(53390, 53880)",53390.0,53880.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(53390, 53880)",53390.0,53880.0,0,0,0,1,0,0,0,0,0,0
32m,train,A2,"32m-(58286, 58566)",58286.0,58566.0,0,0,0,0,0,1,0,0,0,1
32m,train,bau,"32m-(58286, 58566)",58286.0,58566.0,0,0,0,0,0,1,0,0,0,1
32m,train,mas,"32m-(58286, 58566)",58286.0,58566.0,0,0,0,0,0,1,0,0,0,1
32m,train,sad,"32m-(58286, 58566)",58286.0,58566.0,0,0,0,0,0,1,0,0,0,1
32m,train,A3,"32m-(59010, 65380)",59010.0,65380.0,0,0,0,0,1,0,0,1,0,1
32m,train,bau,"32m-(59010, 65380)",59010.0,65380.0,0,0,0,0,1,0,0,1,0,1
32m,train,sad,"32m-(59010, 65380)",59010.0,65380.0,0,0,0,0,1,0,0,1,0,1
32m,train,A2,"32m-(59010, 65380)",59320.0,65160.0,0,0,0,0,1,0,1,1,0,2
32m,train,mas,"32m-(59010, 65380)",59320.0,65160.0,0,0,0,0,1,0,1,1,0,2
32m,train,A1,"32m-(59010, 65380)",59360.0,65230.0,0,0,0,0,1,0,1,0,1,2
32m,train,A3,"32m-(70840, 72470)",70840.0,72470.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(70840, 72470)",70840.0,72470.0,0,0,0,1,0,0,0,0,0,0
32m,train,A2,"32m-(70840, 72470)",70883.0,72216.0,0,0,0,0,1,0,1,0,0,2
32m,train,mas,"32m-(70840, 72470)",70883.0,72216.0,0,0,0,0,1,0,1,0,0,2
32m,train,A1,"32m-(70840, 72470)",71240.0,72410.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(70840, 72470)",71240.0,72410.0,0,0,0,1,0,0,1,0,0,1
32m,train,A3,"32m-(73320, 75270)",73320.0,75270.0,1,0,0,0,0,1,0,0,0,0
32m,train,bau,"32m-(73320, 75270)",73320.0,75270.0,1,0,0,0,0,1,0,0,0,0
32m,train,A2,"32m-(73320, 75270)",73340.0,75110.0,0,0,0,0,1,1,1,0,0,2
32m,train,mas,"32m-(73320, 75270)",73340.0,75110.0,0,0,0,0,1,1,1,0,0,2
32m,train,sad,"32m-(73320, 75270)",73340.0,75110.0,0,0,0,0,1,1,1,0,0,2
32m,train,A1,"32m-(73320, 75270)",73430.0,75260.0,0,0,0,0,1,1,0,0,0,1
32m,train,A2,"32m-(76570, 76820)",76570.0,76820.0,0,0,0,1,0,0,1,0,0,1
32m,train,bau,"32m-(76570, 76820)",76570.0,76820.0,0,0,0,1,0,0,1,0,0,1
32m,train,mas,"32m-(76570, 76820)",76570.0,76820.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(76570, 76820)",76570.0,76820.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(79306, 79906)",79306.0,79906.0,0,0,0,0,0,0,1,0,0,1
32m,train,bau,"32m-(79306, 79906)",79306.0,79906.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(79306, 79906)",79306.0,79906.0,0,0,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(79306, 79906)",79306.0,79906.0,0,0,0,0,0,0,1,0,0,1
32m,train,A3,"32m-(80140, 81870)",80140.0,81870.0,0,0,0,0,1,1,0,0,0,1
32m,train,bau,"32m-(80140, 81870)",80140.0,81870.0,0,0,0,0,1,1,0,0,0,1
32m,train,A2,"32m-(80140, 81870)",80160.0,81620.0,0,0,0,0,1,1,1,1,0,2
32m,train,mas,"32m-(80140, 81870)",80160.0,81620.0,0,0,0,0,1,1,1,1,0,2
32m,train,A1,"32m-(80140, 81870)",80270.0,81430.0,0,0,0,0,1,1,0,0,0,1
32m,train,sad,"32m-(80140, 81870)",80270.0,81430.0,0,0,0,0,1,1,0,0,0,1
32m,train,A1,"32m-(87840, 88300)",87840.0,88300.0,0,0,0,0,1,0,1,0,0,1
32m,train,sad,"32m-(87840, 88300)",87840.0,88300.0,0,0,0,0,1,0,1,0,0,1
32m,train,A2,"32m-(87840, 88300)",87930.0,88100.0,0,0,0,0,1,1,1,0,0,2
32m,train,bau,"32m-(87840, 88300)",87930.0,88100.0,0,0,0,0,1,1,1,0,0,2
32m,train,mas,"32m-(87840, 88300)",87930.0,88100.0,0,0,0,0,1,1,1,0,0,2
32m,train,A2,"32m-(91120, 92147)",91120.0,92147.0,0,0,0,0,0,0,1,0,0,1
32m,train,bau,"32m-(91120, 92147)",91120.0,92147.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(91120, 92147)",91120.0,92147.0,0,0,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(91120, 92147)",91120.0,92147.0,0,0,0,0,0,0,1,0,0,1
32m,train,A2,"32m-(92346, 93013)",92346.0,93013.0,0,0,0,0,0,0,1,0,0,1
32m,train,bau,"32m-(92346, 93013)",92346.0,93013.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(92346, 93013)",92346.0,93013.0,0,0,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(92346, 93013)",92346.0,93013.0,0,0,0,0,0,0,1,0,0,1
32m,train,A1,"32m-(93490, 94010)",93490.0,94010.0,0,0,0,1,0,0,1,0,0,1
32m,train,A1,"32m-(93660, 93680)",93490.0,94010.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(93490, 94010)",93520.0,93820.0,0,0,0,1,0,0,1,1,0,2
32m,train,A2,"32m-(93660, 93680)",93520.0,93820.0,0,0,0,1,0,0,1,1,0,2
32m,train,mas,"32m-(93490, 94010)",93520.0,93820.0,0,0,0,1,0,0,1,1,0,2
32m,train,mas,"32m-(93660, 93680)",93520.0,93820.0,0,0,0,1,0,0,1,1,0,2
32m,train,A3,"32m-(93490, 94010)",93660.0,93680.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(93660, 93680)",93660.0,93680.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(93490, 94010)",93660.0,93680.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(93660, 93680)",93660.0,93680.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(93490, 94010)",93660.0,93680.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(93660, 93680)",93660.0,93680.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(102400, 102920)",102400.0,102920.0,0,0,0,0,1,1,0,0,0,0
32m,train,bau,"32m-(102400, 102920)",102400.0,102920.0,0,0,0,0,1,1,0,0,0,0
32m,train,A2,"32m-(102400, 102920)",102490.0,102660.0,0,0,0,0,1,0,0,0,0,1
32m,train,mas,"32m-(102400, 102920)",102490.0,102660.0,0,0,0,0,1,0,0,0,0,1
32m,train,sad,"32m-(102400, 102920)",102490.0,102660.0,0,0,0,0,1,0,0,0,0,1
32m,train,A2,"32m-(104666, 105039)",104666.0,105039.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(104666, 105039)",104666.0,105039.0,0,0,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(104666, 105039)",104666.0,105039.0,0,0,0,0,0,0,1,0,0,1
32m,train,A3,"32m-(104666, 105039)",104820.0,105030.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(104666, 105039)",104820.0,105030.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(105970, 106070)",105930.0,106350.0,0,0,0,0,1,0,0,0,0,0
32m,train,A3,"32m-(105930, 106350)",105930.0,106350.0,0,0,0,0,1,0,0,0,0,0
32m,train,bau,"32m-(105930, 106350)",105930.0,106350.0,0,0,0,0,1,0,0,0,0,0
32m,train,bau,"32m-(105970, 106070)",105930.0,106350.0,0,0,0,0,1,0,0,0,0,0
32m,train,A2,"32m-(105970, 106070)",105970.0,106070.0,0,0,0,0,1,0,0,0,0,1
32m,train,A2,"32m-(105930, 106350)",105970.0,106070.0,0,0,0,0,1,0,0,0,0,1
32m,train,mas,"32m-(105930, 106350)",105970.0,106070.0,0,0,0,0,1,0,0,0,0,1
32m,train,mas,"32m-(105970, 106070)",105970.0,106070.0,0,0,0,0,1,0,0,0,0,1
32m,train,sad,"32m-(105930, 106350)",105970.0,106070.0,0,0,0,0,1,0,0,0,0,1
32m,train,sad,"32m-(105970, 106070)",105970.0,106070.0,0,0,0,0,1,0,0,0,0,1
32m,train,A3,"32m-(108560, 110360)",108560.0,110360.0,1,0,0,0,0,1,0,0,0,1
32m,train,bau,"32m-(108560, 110360)",108560.0,110360.0,1,0,0,0,0,1,0,0,0,1
32m,train,sad,"32m-(108560, 110360)",108560.0,110360.0,1,0,0,0,0,1,0,0,0,1
32m,train,A1,"32m-(108560, 110360)",108620.0,110250.0,0,0,0,0,1,1,0,0,0,1
32m,train,A2,"32m-(108560, 110360)",108626.0,110173.0,0,0,0,0,1,0,1,0,0,2
32m,train,mas,"32m-(108560, 110360)",108626.0,110173.0,0,0,0,0,1,0,1,0,0,2
32m,train,A1,"32m-(113266, 113613)",113130.0,113450.0,0,0,0,1,0,0,1,0,0,1
32m,train,A1,"32m-(113130, 113450)",113130.0,113450.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(113130, 113450)",113130.0,113450.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(113266, 113613)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,A2,"32m-(113520, 113770)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,A2,"32m-(113130, 113450)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,bau,"32m-(113130, 113450)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(113130, 113450)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(113266, 113613)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(113520, 113770)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(113520, 113770)",113266.0,113613.0,0,0,0,0,0,0,1,0,0,1
32m,train,A3,"32m-(113266, 113613)",113520.0,113770.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(113520, 113770)",113520.0,113770.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(113266, 113613)",113520.0,113770.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(113520, 113770)",113520.0,113770.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(113266, 113613)",113520.0,113770.0,0,0,0,1,0,0,0,0,0,0
32m,train,A1,"32m-(114740, 115173)",114460.0,114890.0,0,0,0,1,0,0,0,0,0,0
32m,train,A1,"32m-(114460, 114890)",114460.0,114890.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(114460, 114890)",114460.0,114890.0,0,0,0,1,0,0,0,0,0,0
32m,train,sad,"32m-(114740, 115173)",114460.0,114890.0,0,0,0,1,0,0,0,0,0,0
32m,train,A3,"32m-(114740, 115173)",114740.0,115130.0,0,1,0,0,0,0,0,0,0,0
32m,train,A3,"32m-(114460, 114890)",114740.0,115130.0,0,1,0,0,0,0,0,0,0,0
32m,train,bau,"32m-(114460, 114890)",114740.0,115130.0,0,1,0,0,0,0,0,0,0,0
32m,train,bau,"32m-(114740, 115173)",114740.0,115130.0,0,1,0,0,0,0,0,0,0,0
32m,train,A2,"32m-(114740, 115173)",114853.0,115173.0,0,0,0,0,0,0,1,0,0,1
32m,train,A2,"32m-(114460, 114890)",114853.0,115173.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(114460, 114890)",114853.0,115173.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(114740, 115173)",114853.0,115173.0,0,0,0,0,0,0,1,0,0,1
32m,train,A2,"32m-(119640, 120613)",119640.0,120613.0,0,0,0,0,0,0,0,0,1,1
32m,train,bau,"32m-(119640, 120613)",119640.0,120613.0,0,0,0,0,0,0,0,0,1,1
32m,train,mas,"32m-(119640, 120613)",119640.0,120613.0,0,0,0,0,0,0,0,0,1,1
32m,train,sad,"32m-(119640, 120613)",119640.0,120613.0,0,0,0,0,0,0,0,0,1,1
32m,train,A3,"32m-(122830, 126100)",122830.0,126100.0,1,0,0,0,0,1,0,0,0,1
32m,train,bau,"32m-(122830, 126100)",122830.0,126100.0,1,0,0,0,0,1,0,0,0,1
32m,train,A2,"32m-(122830, 126100)",123126.0,124793.0,0,0,0,1,0,0,1,0,0,1
32m,train,mas,"32m-(122830, 126100)",123126.0,124793.0,0,0,0,1,0,0,1,0,0,1
32m,train,sad,"32m-(122830, 126100)",123126.0,124793.0,0,0,0,1,0,0,1,0,0,1
32m,train,A1,"32m-(122830, 126100)",123150.0,125530.0,0,1,0,0,0,0,1,0,0,1
32m,train,A2,"32m-(126146, 126373)",126146.0,126373.0,0,0,0,0,1,0,1,0,0,2
32m,train,A2,"32m-(126280, 126520)",126146.0,126373.0,0,0,0,0,1,0,1,0,0,2
32m,train,bau,"32m-(126146, 126373)",126146.0,126373.0,0,0,0,0,1,0,1,0,0,2
32m,train,bau,"32m-(126280, 126520)",126146.0,126373.0,0,0,0,0,1,0,1,0,0,2
32m,train,mas,"32m-(126146, 126373)",126146.0,126373.0,0,0,0,0,1,0,1,0,0,2
32m,train,mas,"32m-(126280, 126520)",126146.0,126373.0,0,0,0,0,1,0,1,0,0,2
32m,train,A1,"32m-(126146, 126373)",126280.0,126520.0,0,1,0,0,0,0,1,0,0,1
32m,train,A1,"32m-(126280, 126520)",126280.0,126520.0,0,1,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(126146, 126373)",126280.0,126520.0,0,1,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(126280, 126520)",126280.0,126520.0,0,1,0,0,0,0,1,0,0,1
32m,train,A3,"32m-(126770, 127250)",126770.0,127250.0,0,0,0,1,0,0,0,0,0,0
32m,train,bau,"32m-(126770, 127250)",126770.0,127250.0,0,0,0,1,0,0,0,0,0,0
32m,train,A2,"32m-(126770, 127250)",126773.0,126973.0,0,0,0,1,0,0,1,0,0,2
32m,train,mas,"32m-(126770, 127250)",126773.0,126973.0,0,0,0,1,0,0,1,0,0,2
32m,train,sad,"32m-(126770, 127250)",126773.0,126973.0,0,0,0,1,0,0,1,0,0,2
32m,train,A1,"32m-(126770, 127250)",126775.0,127225.0,0,0,0,1,0,0,1,0,0,1
32m,train,A2,"32m-(128266, 129293)",128266.0,129293.0,0,0,0,0,0,0,1,0,0,1
32m,train,bau,"32m-(128266, 129293)",128266.0,129293.0,0,0,0,0,0,0,1,0,0,1
32m,train,mas,"32m-(128266, 129293)",128266.0,129293.0,0,0,0,0,0,0,1,0,0,1
32m,train,sad,"32m-(128266, 129293)",128266.0,129293.0,0,0,0,0,0,0,1,0,0,1
32m,train,A2,"32m-(131594, 131730)",131594.0,131730.0,0,0,0,0,1,1,0,0,0,2
32m,train,bau,"32m-(131594, 131730)",131594.0,131730.0,0,0,0,0,1,1,0,0,0,2
32m,train,mas,"32m-(131594, 131730)",131594.0,131730.0,0,0,0,0,1,1,0,0,0,2
32m,train,sad,"32m-(131594, 131730)",131594.0,131730.0,0,0,0,0,1,1,0,0,0,2
32m,train,A3,"32m-(132200, 133510)",132200.0,133510.0,0,0,0,0,1,1,0,0,0,0
32m,train,bau,"32m-(132200, 133510)",132200.0,133510.0,0,0,0,0,1,1,0,0,0,0
32m,train,A1,"32m-(132200, 133510)",132240.0,133420.0,0,0,0,0,1,0,1,0,0,1
32m,train,A2,"32m-(132200, 133510)",132326.0,133206.0,0,0,0,1,0,0,1,0,0,2
32m,train,mas,"32m-(132200, 133510)",132326.0,133206.0,0,0,0,1,0,0,1,0,0,2
