media_file,annotator,start,end,label
35mb,A2,90185,90775,SR;V;1
35mb,A2,93230,93400,B;FG;3
35mb,A2,93950,94350,B;FG+HM;3
35mb,A2,95520,95880,B;FG;2
35mb,A2,97915,100585,B;V+FG+HM;3
35mb,A2,101700,101980,B;FG;1
35mb,A2,102250,105530,B;V+FG+HM;3
35mb,A2,106180,108670,MUR+B;FG+HM;3
35mb,A2,109600,110100,B;FG;3
35mb,A2,111570,112910,_;ME;1
35mb,A2,113570,114220,B;FG;2
35mb,A2,115590,116870,B;FG+HM;3
35mb,A2,120100,120370,P;FG+HM;2
35mb,A2,121800,125090,B;V+FG+HM;3
35mb,A2,127040,128790,B;FG+HM;3
35mb,A2,129535,131455,MUR+ISR;V+FG;2
35mb,A2,131540,132070,B;FG+HM;2
35mb,A2,134230,134700,B;FG;2
35mb,A2,135410,135840,ISR;FG+HM;2
35mb,A2,137750,139040,B;V+FG;2
35mb,A2,140650,141180,B;FG;2
35mb,A2,142410,142880,B;FG+HM;2
35mb,A2,143450,143950,B;FG+HM;2
35mb,A2,144010,144140,_;FG;1
35mb,A2,144500,145420,SR;FG+HM;2
35mb,A2,146040,146450,B;FG;2
35mb,A2,147060,147550,B;FG+HM;2
35mb,A2,147970,149560,B;V+FG+HM;3
35mb,A2,149900,151870,B;V+FG+HM;3
35mb,A2,153690,155340,P;FG+HM+ME;2
35mb,A2,156710,156940,P;FG+HM;2
35mb,A2,158030,162520,B+MUR;FG+HM;3
35mb,A2,164270,164780,P;FG+HM;2
35mb,A2,165630,167570,P;FG+HM;3
35mb,A2,169260,169650,B;FG;2
35mb,A2,170630,171010,B;FG;2
35mb,A2,171630,172300,SR;FG;2
35mb,A2,175430,176230,B:V+FG;2
35mb,A2,176570,177380,B;FG+HM;3
35mb,A2,177710,178450,P;FG+HM;1
35mb,A2,178680,179150,P;FG+HM;2
35mb,A2,179450,180100,B;FG;2
35mb,A2,181310,181920,ISR;FG;2
35mb,A2,183320,183530,B;FG;2
35mb,A2,184060,185380,MUR;FG+HM;2
35mb,A2,186390,187550,B;FG+HM;3
35mb,A2,188850,189800,B+ISR;FG;3
35mb,A2,190280,190610,B;FG;2
35mb,A2,191385,193165,B;FG+HM;2
35mb,A2,193790,195280,B;V+FG+HM;3
35mb,A2,196240,196520,B;FG;1
35mb,A2,196940,198460,B+P;V+FG+HM;2
35mb,A2,199980,200550,B;FG;2
35mb,A2,201410,202950,B;V+FG;2
35mb,A2,203640,204220,B;FG;2
35mb,A2,205900,206700,P;FG;2
35mb,A2,207990,209350,P;FG+HM;3
35mb,A3,9090,9340,ISR;0;0
35mb,A3,10400,11270,MUR;0;0
35mb,A3,12090,12620,SR;0;1
35mb,A3,19920,21360,ISR;HM;2
35mb,A3,21760,24710,B;V;HM
35mb,A3,24960,26010,B;V;HM
35mb,A3,31740,34100,B;V;HM
35mb,A3,35780,35920,B;0;HM
35mb,A3,36370,37240,P;0;1
35mb,A3,37460,37900,P;0;1
35mb,A3,45060,46980,MUR;FG+HM;0
35mb,A3,49380,50880,P;HM;1
35mb,A3,51570,53030,_;HM;2
35mb,A3,54860,58880,SR;HM;3
35mb,A3,61580,64200,SR;HM;2
35mb,A3,65770,66110,P;FG;1
35mb,A3,66565,67335,B;0;0
35mb,A3,71030,71470,P;0;1
35mb,A3,71960,72430,B;FG;1
35mb,A3,73920,75090,P;FG;1
35mb,A3,75290,76280,P;FG;2
35mb,A3,76760,77250,ISR;FG;2
35mb,A3,77680,78970,B;HM;2
35mb,A3,79930,80620,B+P;HM;2
35mb,A3,82690,83800,B;HM;1
35mb,A3,84780,86000,B;FG;2
35mb,A3,93740,94910,ISR;FG;1
35mb,A3,95570,96000,B;HM;1
35mb,A3,96620,96950,B;FG;2
35mb,A3,98360,99800,B;HM;2
35mb,A3,99910,100640,SR;HM;2
35mb,A3,102350,105610,B;V+HM;2
35mb,A3,106545,108745,MUR;HM+FG;3
35mb,A3,109660,110100,B;V;2
35mb,A3,113580,114300,B;V;2
35mb,A3,116370,117000,P;HM;2
35mb,A3,122270,125170,ISR;HM;2
35mb,A3,126980,128980,B;HM;3
35mb,A3,129710,131180,SR;FG;2
35mb,A3,131300,132290,ISR;FG;2
35mb,A3,134160,134880,B;0;0
35mb,A3,135380,135910,ISR;FG;1
35mb,A3,137640,139140,B;FG;2
35mb,A3,140630,141280,B;FG;2
35mb,A3,143400,144050,B;FG;2
35mb,A3,144620,145470,B;FG;2
35mb,A3,145970,146540,B;FG;2
35mb,A3,147000,147550,B;FG;2
35mb,A3,148010,151870,B;HM;3
35mb,A3,153300,155420,P;HM;3
35mb,A3,158380,160080,MUR;HM;3
35mb,A3,160130,162700,MUR;HM;3
35mb,A3,164340,166220,P;FG;2
35mb,A3,166770,168360,P;FG;2
35mb,A3,169180,169740,B;FG;2
35mb,A3,170430,171120,B;FG;2
35mb,A3,171890,172440,SR;FG;2
35mb,A3,173520,174670,B;0;0
35mb,A3,175860,177400,B;FG;2
35mb,A3,179450,180170,B;FG;2
35mb,A3,181500,182050,SR;FG;2
35mb,A3,183330,183690,B;0;0
35mb,A3,184210,185070,SR;FG;1
35mb,A3,186380,187620,B;FG;2
35mb,A3,188770,189800,B+ISR;FG;2
35mb,A3,190250,190710,B;FG;2
35mb,A3,191340,193300,B;HM;2
35mb,A3,193890,195340,B;HM;2
35mb,A3,196700,198100,P;FG;2
35mb,A3,198190,198690,P;FG;2
35mb,A3,199520,200660,B;FG;2
35mb,A3,202330,203060,B;FG;2
35mb,A3,203680,204340,B;FG;2
35mb,A3,205930,206750,P;FG;2
35mb,A3,208100,209350,P;HM;2
35mb,A1,10470,10830,P;FG;1
35mb,A1,11560,12533,ISR;HM;2
35mb,A1,14773,14959,ISR;0;0
35mb,A1,18503,18721,SR;FG;1
35mb,A1,19806,21130,B;V+HM+FG+ME;3
35mb,A1,21810,24525,B;V+FG+HM;3
35mb,A1,25518,26000,B;FG;3
35mb,A1,26751,27146,B;FG;2
35mb,A1,32572,33651,B;FG+V;3
35mb,A1,36410,37778,P;FG;2
35mb,A1,44960,45683,ISR;FG;2
35mb,A1,46047,46766,ISR;FG+HM;3
35mb,A1,48458,48846,P;FG;2
35mb,A1,50596,50853,B;FG;2
35mb,A1,51628,52841,ISR;FG+HM;3
35mb,A1,54280,54679,P;FG;1
35mb,A1,54968,55561,B;FG;2
35mb,A1,56008,56937,B;FG;2
35mb,A1,57173,58869,B;V+HM+FG;3
35mb,A1,61937,63834,B;FG;2
35mb,A1,65652,65952,P;FG;1
35mb,A1,71063,71304,ISR;0;0
35mb,A1,73561,74972,B;HM+FG;3
35mb,A1,75351,76252,P;FG+HM;3
35mb,A1,77688,78917,ISR;HM+FG;3
35mb,A1,79983,80454,ISR;FG+HM;2
35mb,A1,82786,83778,B;FG;2
35mb,A1,84774,85960,B;FG;2
35mb,A1,93245,93344,B;FG;1
35mb,A1,93861,94272,B;HM+FG;2
35mb,A1,95537,95814,B;FG;1
35mb,A1,96600,96624,B;0;0
35mb,A1,98312,99770,B;HM+FG;3
35mb,A1,100012,100245,P;FG;1
35mb,A1,102387,105312,B;V+FG+HM;3
35mb,A1,106153,108007,MUR;FG;3
35mb,A1,108438,108545,P;0;0
35mb,A1,109640,109928,ISR;FG;2
35mb,A1,113589,114059,B;FG;2
35mb,A1,115608,116731,P;HM+FG;3
35mb,A1,121933,125138,ISR;HM+FG;3
35mb,A1,127031,128837,B;FG;3
35mb,A1,129928,130114,ISR;0;0
35mb,A1,131521,131739,_;V;1
35mb,A1,134240,134703,B;FG;1
35mb,A1,135493,135770,ISR;0;0
35mb,A1,137862,139016,B;FG;2
35mb,A1,140672,141229,B;FG;1
35mb,A1,141921,142758,B;FG;2
35mb,A1,143498,143830,B;FG;2
35mb,A1,144427,145138,MUR;0;0
35mb,A1,146067,146478,B;FG;1
35mb,A1,147067,147490,B;FG;2
35mb,A1,148067,149367,P;V+FG;2
35mb,A1,149912,151829,B;HM+FG;3
35mb,A1,154082,155414,P;FG;2
35mb,A1,156751,156960,P;0;0
35mb,A1,157982,162447,MUR;HM+FG;3
35mb,A1,162447,162861,P;FG;2
35mb,A1,164361,167172,P;FG;3
35mb,A1,169310,169431,B;FG;1
35mb,A1,171782,172136,ISR;0;0
35mb,A1,175462,176245,B;FG;1
35mb,A1,176556,177405,B;FG;2
35mb,A1,177782,178363,P;0;0
35mb,A1,178622,179250,P;FG;1
35mb,A1,179486,180033,B;FG;2
35mb,A1,181457,181896,SR;V;1
35mb,A1,184165,184962,SR;FG;2
35mb,A1,186400,187480,B;FG;2
35mb,A1,188919,189575,B;FG;2
35mb,A1,190339,190414,B;FG;1
35mb,A1,191452,193221,B;FG;2
35mb,A1,193915,195183,B;FG;2
35mb,A1,196901,198679,B+P;FG;2
35mb,A1,199499,200367,B;FG;1
35mb,A1,202613,202782,B;FG;1
35mb,A1,205938,206740,P;0;0
35mb,A1,208112,209377,P;V+HM;3
25m,A2,1526,2999,B;V+FG+HM;3
25m,A2,3327,4123,B;FG+V+HM;3
25m,A2,4500,8080,B;FG+V+HM;3
25m,A2,8317,8563,P;HM;3
25m,A2,9067,10217,B;FG+V;3
25m,A2,10503,10723,B;v+FG;3
25m,A2,11260,11680,_;V;2
25m,A2,12083,13410,B;FG+V+HM;3
25m,A2,13423,13646,B;FG+V+HM;3
25m,A2,14353,15313,B;FG+V+HM;3
25m,A2,15490,15600,B;FG;3
25m,A2,16096,19139,B;FG+V;3
25m,A2,19200,19665,_;V+FG+HM;1
25m,A2,20960,26540,B;FG+V+HM;3
25m,A2,27840,28400,B;V+FG+HM;3
25m,A2,29340,31560,B;V+FG+HM;3
25m,A2,33440,33720,B;V+FG;3
25m,A2,34100,35780,B;FG+V+HM;3
25m,A2,35850,36005,_;FG+HM;1
25m,A2,36160,36800,ISR;FG;3
25m,A2,37500,38000,B;V+FG+HM;3
25m,A2,39340,39520,B;FG;3
25m,A2,42720,43280,B;V+FG+HM;3
25m,A2,43820,44940,B;V+FG;3
25m,A2,45620,46480,B;V+FG;3
25m,A2,47160,50660,B;V+FG+HM;3
25m,A2,51720,51850,_;FG+HM;1
25m,A2,52360,55540,B;FG+HM;3
25m,A2,56660,59720,MUR+B;V+FG;3
25m,A2,60960,62420,ISR+B;FV+G+HM;3
25m,A2,63380,63660,_;V;2
25m,A2,63740,63940,SR;FG;3
25m,A2,64250,66430,B;V+FG+HM;3
25m,A2,66840,67700,B;V+FG;3
25m,A2,68360,68880,B;V+FG;3
25m,A2,69260,71220,B;V+FG+HM;3
25m,A2,71540,72080,_;V;2
25m,A2,74260,77080,B;V+FG+HM;3
25m,A2,77360,80060,B;V+FG+HM;3
25m,A2,80880,81720,B;V+FG+HM;3
25m,A2,83060,83860,B;V+FG;3
25m,A2,84160,84500,B;FG;3
25m,A2,85020,90200,B;V+FG+HM;3
25m,A2,90900,91720,MUR;FG+HM;3
25m,A2,92340,92860,P;FG;3
25m,A2,93440,94340,B;FG+HM;3
25m,A2,95000,99120,B;V+FG+HM;3
25m,A2,99620,100200,P;V+FG+HM;3
25m,A2,100680,102760,B;V+FG+HM;3
25m,A2,103240,104080,B;FG;3
25m,A2,104800,105680,P;V+FG;3
25m,A2,106485,106850,_;FG+HM;1
25m,A2,107240,107580,P;FG;3
25m,A2,108140,109840,B;V+FG+HM;3
25m,A2,110600,111520,B;V+FG+HM;3
25m,A2,111920,113300,B;V+FG+HM;3
25m,A2,113800,115420,B;V+FG+HM;3
25m,A2,116040,116440,ISR;FG;2
25m,A2,117880,118400,B;FG;3
25m,A2,119160,119540,_;FG+V;3
25m,A2,119580,119800,B;FG;3
25m,A2,120600,121540,B;V+FG+HM;3
25m,A2,122990,124330,B;V+FG+HM;3
25m,A2,125140,125340,B;FG;3
25m,A2,126200,127840,B;V+FG+HM;3
25m,A2,128460,134340,B;FG+HM+V;3
25m,A2,135640,136020,_;V+FG;3
25m,A2,136890,138230,ISR;V+FG;3
25m,A2,139100,139700,ISR;FG;2
25m,A2,141120,142540,B;V+FG+HM;3
25m,A2,143060,143340,B;FG;2
25m,A2,144040,144605,_;FG+HM;1
25m,A2,145000,147080,B;V+FG+HM;3
25m,A2,147940,148640,B;FG;3
25m,A2,149460,149590,ISR;FG;3
25m,A2,150068,150463,_;V;2
25m,A2,154620,155600,B;V+FG+HM;3
25m,A2,156680,158960,P;FG;3
25m,A2,159588,161153,B;V+FG+HM;3
25m,A2,161933,162253,_;V;2
25m,A2,162260,163180,_;V+HM;2
25m,A2,163185,163250,B;FG;3
25m,A2,163960,166460,B;V+FG+HM;3
25m,A2,166900,168060,B;V+FG+HM;3
25m,A2,168460,168620,_;V;2
25m,A2,169460,170160,B;V+FG;2
25m,A2,170640,172420,B;V+FG+HM;3
25m,A2,175865,176160,B;0;1
25m,A2,176950,177725,_;FG+HM;1
25m,A2,178040,178540,ISR;FG;2
25m,A2,180080,180340,P;FG;1
25m,A2,181640,183760,B;V+FG+HM;3
25m,A2,184160,185640,B;FG+HM;3
25m,A2,186225,186645,_;V;2
25m,A2,187180,187740,B;FG;2
25m,A2,188013,189433,B;V+FG;3
25m,A2,190340,192280,B;V+FG+HM;3
25m,A2,193158,194833,B;FG+HM;3
25m,A2,195440,196040,B;V+FG+HM;2
25m,A2,198100,199200,P;FG;3
25m,A2,200540,203800,B;V+FG;3
25m,A2,204970,207910,B;V+FG+HM;3
25m,A2,208720,209540,B;V+FG;3
25m,A2,211043,213503,B+P;V+FG;3
25m,A2,215275,215775,_;FG+HM;1
25m,A2,215820,217060,B;V+FG;3
25m,A2,218600,222060,B;V+FG+HM;3
25m,A2,224420,226760,SR+B;FG;3
25m,A2,227220,227780,B;V+FG;2
25m,A2,228800,229600,B;V+FG+HM;2
25m,A2,230090,230350,P;FG;2
25m,A2,230940,231760,B;V+FG;3
25m,A2,232460,234360,B;V+FG+HM;3
25m,A2,235465,236080,_;FG+HM;1
25m,A2,236180,236800,B;FG;2
25m,A2,238880,239540,B;FG+HM;2
25m,A2,240020,240460,B;V+FG;2
25m,A2,241060,241560,B;V;2
25m,A2,242700,243180,B;FG;3
25m,A2,244000,244820,B;V+FG;2
25m,A2,245300,245780,B;V+FG;2
25m,A2,247920,248240,P;FG;1
25m,A2,249000,249420,P;FG+HM;2
25m,A2,249515,249755,_;FG+HM;1
25m,A2,250140,251120,B;V+FG+HM;3
25m,A2,251880,256140,B;V+FG+HM;3
25m,A3,1880,3050,ISR;V;1
25m,A3,3200,4280,ISR;V;2
25m,A3,5260,8180,B;HM;3
25m,A3,9070,10750,ISR;FG;0
25m,A3,12110,12230,B;0;0
25m,A3,12280,19170,B+ISR+P;FG;3
25m,A3,20930,26670,ISR+P;HM;2
25m,A3,27710,28500,ISR;FG;2
25m,A3,29650,31640,B;HM;3
25m,A3,34060,35890,B;HM;2
25m,A3,36280,36920,ISR;FG;2
25m,A3,37530,38510,B;V;2
25m,A3,39270,39590,B;V;2
25m,A3,40400,40770,P;V;2
25m,A3,42860,43400,B;V;2
25m,A3,44260,45010,ISR;V;2
25m,A3,45540,46540,ISR;V;2
25m,A3,47010,50790,P;HM;3
25m,A3,52300,55650,ISR;HM;2
25m,A3,56680,59840,MUR+ISR;HM;2
25m,A3,60930,62530,P;V;2
25m,A3,63280,64000,_;V;2
25m,A3,64205,66465,ISR;FG;2
25m,A3,66700,67860,ISR;FG;2
25m,A3,69400,71280,ISR;FG;2
25m,A3,71500,72360,P;FG;2
25m,A3,74220,76970,B;HM;3
25m,A3,78230,80110,SR;HM;3
25m,A3,80880,81770,ISR.HM;3
25m,A3,82960,84560,ISR;V;2
25m,A3,85270,90570,SR+B;HM;3
25m,A3,90985,91785,SR;FG;2
25m,A3,92290,93030,P;V;2
25m,A3,93390,94380,B;HM;2
25m,A3,95010,99220,B+ISR;HM;3
25m,A3,99700,100330,P;FG;2
25m,A3,100560,102920,B+P;HM;3
25m,A3,103590,104160,ISR;HM;2
25m,A3,104710,105780,P;HM;2
25m,A3,107120,107690,P;V;2
25m,A3,107940,109880,P;HM;3
25m,A3,110645,111625,ISR;FG;2
25m,A3,111890,113460,B+P;V;2
25m,A3,114500,115450,P;FG;2
25m,A3,118200,118480,ISR;V;2
25m,A3,119005,119955,B;V;2
25m,A3,120990,121590,ISR;FG;2
25m,A3,122980,124470,P;V;2
25m,A3,126110,127900,P;V;2
25m,A3,128950,129540,P;V;2
25m,A3,129750,131540,P;V;2
25m,A3,132030,132570,B;V;2
25m,A3,133780,133990,ISR;0;0
25m,A3,135420,135970,B;V;2
25m,A3,136930,138440,ISR;V;2
25m,A3,139040,139780,SR;V;2
25m,A3,141250,142700,B;V;2
25m,A3,145160,147200,B+ISR;FG;2
25m,A3,147980,148770,SR;FG;2
25m,A3,150050,150720,B+P;FG;2
25m,A3,154580,155680,P;FG;2
25m,A3,156590,159050,ISR;FG;2
25m,A3,159650,161360,ISR;V;2
25m,A3,162130,163400,B;V;2
25m,A3,163930,166560,B+P;FG;3
25m,A3,167490,168120,P;V;2
25m,A3,168400,169290,B+ISR;V;2
25m,A3,169680,170270,ISR.V;2
25m,A3,171120,172520,SR;HM;2
25m,A3,175850,176260,B;V;2
25m,A3,178040,179200,ISR;FG;2
25m,A3,180010,180430,P;V;2
25m,A3,181630,183860,B;HM;3
25m,A3,184150,185660,B;HM;3
25m,A3,186210,186750,B;V;2
25m,A3,187170,187380,B;0;0
25m,A3,188550,189640,B;V;3
25m,A3,190430,192300,B;V;3
25m,A3,193350,194870,P;HM;2
25m,A3,195700,196090,SR;V;2
25m,A3,197960,199400,P;V;2
25m,A3,200510,203850,ISR;FG;2
25m,A3,204340,207940,ISR;HM;2
25m,A3,208850,209650,ISR;V;2
25m,A3,211020,212580,ISR;HM;2
25m,A3,215810,217100,B;V;3
25m,A3,218600,222200,P;HM;3
25m,A3,224390,226720,SR;HM;2
25m,A3,229270,229670,ISR;HM;2
25m,A3,230900,231820,ISR;HM;2
25m,A3,232330,234150,ISR;HM;3
25m,A3,236110,236870,B+P;HM;2
25m,A3,238860,239610,SR;HM;3
25m,A3,240190,240720,B;HM;2
25m,A3,241280,241720,B;HM;2
25m,A3,242700,243250,ISR;FG;2
25m,A3,243960,244880,ISR;V;2
25m,A3,245510,245970,SR;V;2
25m,A3,248100,248330,P;V;0
25m,A3,249020,249510,P;0;0
25m,A3,250050,251280,B;HM;2
25m,A3,251950,256170,ISR;HM;3
25m,A1,1820,3020,ISR;V+FG;3
25m,A1,3340,4050,SR;FG;2
25m,A1,4540,8040,B;FG+HM;3
25m,A1,9100,10210,ISR;FG;1
25m,A1,10540,10680,ISR;FG;1
25m,A1,12120,13650,B;FG;2
25m,A1,14350,15220,B;V+FG;1
25m,A1,15533,15556,B;FG;1
25m,A1,16063,19106,B;V+FG;3
25m,A1,22170,26658,ISR;FG+V;3
25m,A1,27846,28164,B;FG;2
25m,A1,29358,31369,B;FG+HM;3
25m,A1,33454,33715,ISR;FG;1
25m,A1,34119,35829,ISR;FG;2
25m,A1,36335,36687,ISR;FG;1
25m,A1,37471,38074,ISR;FG;1
25m,A1,39363,39443,ISR;0;0
25m,A1,42914,43210,B;FG;2
25m,A1,43823,44874,ISR;FG;1
25m,A1,45602,46380,B;FG;2
25m,A1,47045,50585,B;V+FG+HM;3
25m,A1,52431,55380,ISR;FG;2
25m,A1,57079,57721,ISR;FG;1
25m,A1,58238,59829,ISR;FG;1
25m,A1,60959,62403,ISR;FG+V;2
25m,A1,63501,63820,_;V;1
25m,A1,64264,66247,B;FG;2
25m,A1,66884,67595,B;FG;2
25m,A1,68761,68820,B;FG;1
25m,A1,69238,71255,B;V+FG;2
25m,A1,71527,72247,B;V;1
25m,A1,72514,72565,B;FG;1
25m,A1,74187,76859,B;FG+HM+V;3
25m,A1,77531,79025,ISR;FG+HM+V;3
25m,A1,79314,80038,ISR;FG+HM;2
25m,A1,80808,81732,B;FG;2
25m,A1,83000,83949,ISR;FG;1
25m,A1,84156,84229,B;FG;1
25m,A1,84383,84425,B;FG;1
25m,A1,84935,86421,B;V+FG+HM;2
25m,A1,86595,90242,B;V+FG;3
25m,A1,92370,92706,ISR;FG;1
25m,A1,93395,94378,B;FG+HM;2
25m,A1,95084,99076,B;V+HM+FG;3
25m,A1,99604,100246,ISR;V;2
25m,A1,100608,102821,ISR;V+HM+FG;2
25m,A1,103238,103940,ISR;FG;1
25m,A1,104727,105646,ISR;V+FG;1
25m,A1,106404,106451,B;FG;1
25m,A1,107191,107463,ISR;FG;1
25m,A1,107969,109229,ISR;FG+HM;2
25m,A1,109233,109859,B;FG+V;2
25m,A1,110378,111604,ISR;V+FG;2
25m,A1,111872,113280,B;V+FG;2
25m,A1,114179,115438,B;V+FG;2
25m,A1,117953,118340,ISR;FG;1
25m,A1,119089,119825,B;V+FG;1
25m,A1,120651,121565,B;FG;2
25m,A1,123033,124276,B;V+FG;2
25m,A1,125765,127897,B;FG+V;2
25m,A1,128345,129413,B;FG+V;2
25m,A1,129855,131344,ISR;FG+V;2
25m,A1,131940,132493,B;V+FG;1
25m,A1,133642,133829,ISR;FG;1
25m,A1,135693,135940,_;V;1
25m,A1,136859,138174,ISR;FG;1
25m,A1,139016,139574,ISR;V;1
25m,A1,140936,142549,ISR;V+FG;2
25m,A1,142800,143178,B;FG+V;1
25m,A1,145153,147102,ISR;FG;2
25m,A1,147949,148693,ISR;FG;1
25m,A1,149451,149681,ISR;FG;1
25m,A1,150072,150519,_;V;1
25m,A1,154561,155629,ISR;FG+HM;1
25m,A1,156872,158880,ISR;FG;1
25m,A1,159586,161242,B;FFG+V;2
25m,A1,161821,163391,B;V+FG+HM;2
25m,A1,163906,166476,B;V+FG+HM;3
25m,A1,166863,168080,B;V+FG;2
25m,A1,168412,168710,_;V;1
25m,A1,168715,168902,ISR;FG;1
25m,A1,169655,169953,B;FG;1
25m,A1,170765,172523,B;FG+HM+V;2
25m,A1,175872,176136,B;0;0
25m,A1,178110,178459,ISR;FG;1
25m,A1,179965,180408,P;0;0
25m,A1,181710,183820,B;FG+HM;3
25m,A1,184157,185642,B;HM+FG;3
25m,A1,187608,187671,B;FG;1
25m,A1,188161,189527,_;V;1
25m,A1,190485,192161,_;FG+V;2
25m,A1,193370,194813,B;GH+HM+V;3
25m,A1,195425,196051,ISR;FG;1
25m,A1,197979,199306,ISR;FG;2
25m,A1,200553,203697,ISR;FG;2
25m,A1,204847,207774,B;FG+V;3
25m,A1,208880,209565,ISR;FG;1
25m,A1,211068,212366,ISR;FG;1
25m,A1,212893,213149,P;V+FG;1
25m,A1,215800,217076,B;FG+HM+V;2
25m,A1,218596,222153,B;FG+V;2
25m,A1,224403,225340,ISR;V;FG;1
25m,A1,225744,226608,ISR;FG;1
25m,A1,229246,229612,ISR;FG;1
25m,A1,230081,230417,ISR;0;0
25m,A1,230961,231685,ISR;FG;1
25m,A1,232412,234114,ISR;FG;1
25m,A1,236430,236864,ISR;FG;1
25m,A1,238897,239344,ISR;FG;1
25m,A1,239932,240532,_;FG;1
25m,A1,241247,241532,_;0;0
25m,A1,242680,243237,ISR;FG;1
25m,A1,243935,244803,ISR;FG;1
25m,A1,245259,245795,MUR;FG;1
25m,A1,247940,248229,P;FG;1
25m,A1,249025,249416,P;0;0
25m,A1,250029,251234,B;HM;FG;3
25m,A1,252003,256186,ISR;FG+V;2
26f,A2,3830,4870,SR;0;1
26f,A2,10790,11120,B;V;1
26f,A2,21130,21290,_;V;1
26f,A2,21630,21980,_;V+FG;1
26f,A2,43150,44720,SR;0;1
26f,A2,64560,65110,SR;0;1
26f,A3,3600,4850,SR;0;0
26f,A3,20710,21230,SR;V;0
26f,A3,43730,44530,SR;0;0
26f,A3,64790,65170,SR;0;0
26f,A1,4036,4847,SR;FG;1
26f,A1,5205,5379,SR;0;0
26f,A1,43797,44422,B;FG;1
26f,A1,64802,65063,ISR;0;0
24ma,A2,1520,2360,P;0;1
24ma,A2,2660,3440,P;0;1
24ma,A2,4240,5920,P;0;1
24ma,A2,13680,14300,_;V;1
24ma,A2,23880,24340,P;HM;0
24ma,A2,28030,29070,P;0;1
24ma,A2,38440,38700,P;0;1
24ma,A2,45400,45780,P;0;1
24ma,A2,46460,46820,P;0;1
24ma,A2,50860,51120,B;FG;1
24ma,A2,66220,66560,B;0;1
24ma,A2,90860,91580,P;0;1
24ma,A2,98360,100140,ISR;0;1
24ma,A2,104800,105840,SR;0;1
24ma,A2,110375,110735,P;0;1
24ma,A3,1800,2390,P;0;0
24ma,A3,4360,6950,ISR;0;0
24ma,A3,23490,24440,P;0;0
24ma,A3,27960,29120,P;0;0
24ma,A3,35966,36090,B;0;0
24ma,A3,38441,38720,P;0;0
24ma,A3,45593,45814,P;0;0
24ma,A3,46430,46907,P;0;0
24ma,A3,50825,51628,B;0;0
24ma,A3,54929,55743,B;0;0
24ma,A3,61973,62734,B;0;0
24ma,A3,66186,66726,B;0;0
24ma,A3,67380,68159,P;0;0
24ma,A3,69606,69933,B;0;0
24ma,A3,84619,85000,B;0;0
24ma,A3,90929,91663,P;0;0
24ma,A3,92221,93425,B;0;0
24ma,A3,94637,95239,B;0;0
24ma,A3,98539,100070,MUR;0;0
24ma,A3,107681,107956,B;V;0
24ma,A3,110398,110778,P;0;0
24ma,A3,113353,113840,P;V;0
24ma,A1,1750,2400,P;0;0
24ma,A1,2680,3480,P;0;0
24ma,A1,4340,6940,P;0;0
24ma,A1,23720,24370,P;0;0
24ma,A1,28060,29110,P;0;0
24ma,A1,38420,38720,P;0;0
24ma,A1,45390,45820,P;0;0
24ma,A1,46458,46837,P;0;0
24ma,A1,50881,51494,B;0;0
24ma,A1,62066,62742,B;0;0
24ma,A1,66248,66663,"B,0;0"
24ma,A1,91083,91565,B;0;0
24ma,A1,94913,95245,B;0;0
24ma,A1,98435,98755,P;0;0
24ma,A1,105284,105521,SR;0;0
24ma,A1,110383,110779,P;0;0
50fb,Gold,10050,10738,P;HM;1
50fb,Gold,11710,19850,;V+FG;1
50fb,Gold,28190,41588,;V;1
50fb,Gold,59890,61470,;FG;1
50fb,Gold,66030,69400,;FG;1
50fb,Gold,73587,75850,;V+FG;1
50fb,Gold,83535,85230,;V+FG;1
50fb,Gold,93686,94960,P;;0
50fb,Gold,96360,106372,;FG;2
50fb,Gold,108190,108910,SR;FG;1
50fb,Gold,119470,123630,;V+FG;1
50fb,Gold,125330,126120,ISR;;1
50fb,Gold,133060,135725,;FG;1
50fb,Gold,140070,140961,;V;1
50fb,Gold,142850,145270,;FG;1
50fb,Gold,155460,157960,;V+FG;1
50fb,Gold,189720,191176,;V+FG;2
50fb,Gold,196060,197440,P;;1
50fb,Gold,199390,202440,;V+FG;2
50fb,Gold,208270,209900,SR;V;1
50fb,Gold,42138,48600,;V+FG;1
50fb,Gold,50763,55563,B;FG;1
50fb,Gold,56100,57387,B;FG;1
50fb,Gold,92562,93325,SR;FG;1
50fb,Gold,110637,118088,SR+B;FG;1
50fb,Gold,118088,118863,SR;;0
50fb,Gold,148662,150987,B;FG;1
50fb,Gold,172913,175050,B;FG;1
50fb,Gold,192163,193188,B;FG;0
50fb,Gold,193725,193987,B;V;0
50fb,Gold,1230,8730,B;FG;1
50fb,Gold,69890,71620,SR;FG;1
50fb,Gold,76390,77890,B;FG;1
50fb,Gold,90610,91540,SR;FG;1
50fb,Gold,203520,204840,B;;0
50fb,Gold,214810,216420,B;FG;1
24fc,Gold,1030,2040,SR;V+HM;1
24fc,Gold,8895,10282,SR;V+HM;1
24fc,Gold,11854,12370,ISR;;0
24fc,Gold,33936,36910,SR;FG;1
24fc,Gold,51470,52550,SR;HM;1
24fc,Gold,61900,62850,SR;HM;1
24fc,Gold,65504,66741,B;FG;1
24fc,Gold,68320,69456,SR;HM;1
24fc,Gold,70335,71403,SR;FG;1
24fc,Gold,72885,74421,SR;FG;1
