media_file,task,split,annotator,item,start,end,SR,ISR,MUR,P,B,V,FG,HM,ME,T
39f,reading,train,sad,"39f-(41660, 41810)",41711.0,41788.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(43410, 43750)",43410.0,43670.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(43410, 43750)",43410.0,43670.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(43410, 43750)",43423.0,43624.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(43410, 43750)",43520.0,43750.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(43410, 43750)",43520.0,43750.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(43410, 43750)",43520.0,43750.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(44340, 45720)",44340.0,45620.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,mas,"39f-(44340, 45720)",44340.0,45620.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(44340, 45720)",44350.0,45720.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,bau,"39f-(44340, 45720)",44350.0,45720.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(44340, 45720)",44628.0,45422.0,0,0,0,0,1,0,1,0,0,1
39f,reading,train,sad,"39f-(44340, 45720)",44628.0,45422.0,0,0,0,0,1,0,1,0,0,1
39f,reading,train,A1,"39f-(45721, 46050)",45721.0,45938.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(45721, 46050)",45740.0,45990.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(45721, 46050)",45740.0,45990.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(45721, 46050)",45840.0,46050.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(45721, 46050)",45840.0,46050.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(45721, 46050)",45840.0,46050.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(48345, 48520)",47840.0,48770.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(47840, 48770)",47840.0,48770.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(47840, 48770)",47840.0,48770.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(48345, 48520)",47840.0,48770.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(47840, 48770)",47840.0,48770.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(48345, 48520)",47840.0,48770.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(48345, 48520)",48345.0,48495.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(47840, 48770)",48345.0,48495.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(47840, 48770)",48345.0,48495.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(48345, 48520)",48345.0,48495.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(48345, 48520)",48417.0,48520.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(47840, 48770)",48417.0,48520.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(50510, 50780)",50510.0,50780.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(50510, 50780)",50510.0,50780.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(50510, 50780)",50510.0,50780.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(50510, 50780)",50560.0,50720.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(50510, 50780)",50560.0,50720.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(51960, 52680)",51960.0,52680.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(51960, 52680)",51960.0,52680.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(51960, 52680)",51960.0,52680.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(51960, 52680)",52190.0,52610.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(51960, 52680)",52190.0,52610.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(53850, 54460)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(54410, 54580)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(54324, 54510)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(53850, 54460)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(54324, 54510)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(54410, 54580)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(53850, 54460)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(54324, 54510)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(54410, 54580)",53850.0,54460.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(53850, 54460)",54324.0,54510.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(54410, 54580)",54324.0,54510.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(54324, 54510)",54324.0,54510.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(53850, 54460)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(54536, 55505)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(54410, 54580)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(54324, 54510)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(53850, 54460)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(54324, 54510)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(54410, 54580)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(54536, 55505)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(54536, 55505)",54410.0,54580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(54536, 55505)",54536.0,55505.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A1,"39f-(54410, 54580)",54536.0,55505.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A1,"39f-(54700, 55650)",54536.0,55505.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A2,"39f-(54536, 55505)",54545.0,55185.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A2,"39f-(54410, 54580)",54545.0,55185.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A2,"39f-(54700, 55650)",54545.0,55185.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,mas,"39f-(54536, 55505)",54545.0,55185.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,mas,"39f-(54700, 55650)",54545.0,55185.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,sad,"39f-(54700, 55650)",54545.0,55185.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(54536, 55505)",54700.0,55650.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(54700, 55650)",54700.0,55650.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(54700, 55650)",54700.0,55650.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(56560, 57860)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(57190, 58110)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(56870, 58046)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(56560, 57860)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(56870, 58046)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(57190, 58110)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(56560, 57860)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(56870, 58046)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(57190, 58110)",56560.0,57860.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(56560, 57860)",56870.0,58046.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(57940, 59650)",56870.0,58046.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(57190, 58110)",56870.0,58046.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(56870, 58046)",56870.0,58046.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(56560, 57860)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(57940, 59650)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(57190, 58110)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(56870, 58046)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(58051, 58468)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(56560, 57860)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(56870, 58046)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(57190, 58110)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(57940, 59650)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(58051, 58468)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(58051, 58468)",57190.0,58110.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(57940, 59650)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,A2,"39f-(57190, 58110)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,A2,"39f-(58150, 58840)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,A2,"39f-(58912, 59910)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,A2,"39f-(56870, 58046)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,A2,"39f-(58051, 58468)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,mas,"39f-(57940, 59650)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,mas,"39f-(58051, 58468)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,mas,"39f-(58150, 58840)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,mas,"39f-(58912, 59910)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,sad,"39f-(57940, 59650)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,sad,"39f-(58912, 59910)",57940.0,59650.0,0,1,0,0,0,0,0,0,0,1
39f,reading,train,A1,"39f-(57940, 59650)",58051.0,58468.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(57190, 58110)",58051.0,58468.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(58150, 58840)",58051.0,58468.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(58051, 58468)",58051.0,58468.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,sad,"39f-(58150, 58840)",58051.0,58468.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A3,"39f-(57940, 59650)",58150.0,58840.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(58150, 58840)",58150.0,58840.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(58051, 58468)",58150.0,58840.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(58150, 58840)",58150.0,58840.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(57940, 59650)",58912.0,59839.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A1,"39f-(58912, 59910)",58912.0,59839.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(57940, 59650)",59230.0,59910.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,A3,"39f-(58912, 59910)",59230.0,59910.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,bau,"39f-(58912, 59910)",59230.0,59910.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,A2,"39f-(61400, 62793)",61400.0,62590.0,0,1,0,0,0,0,1,0,0,1
39f,reading,train,mas,"39f-(61400, 62793)",61400.0,62590.0,0,1,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(61400, 62793)",61410.0,62580.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,bau,"39f-(61400, 62793)",61410.0,62580.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(61400, 62793)",61453.0,62793.0,0,1,0,0,0,0,1,0,0,1
39f,reading,train,sad,"39f-(61400, 62793)",61453.0,62793.0,0,1,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(66890, 68370)",66890.0,68370.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(66890, 68370)",66890.0,68370.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(66890, 68370)",67000.0,68160.0,0,1,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(66890, 68370)",67000.0,68160.0,0,1,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(66890, 68370)",67489.0,68159.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(66890, 68370)",67489.0,68159.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(68700, 69580)",68700.0,69420.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(68700, 69580)",68700.0,69420.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(68700, 69580)",68809.0,69263.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(68700, 69580)",68870.0,69580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(68700, 69580)",68870.0,69580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(68700, 69580)",68870.0,69580.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(69880, 71180)",69880.0,71030.0,0,0,1,0,0,0,0,0,0,1
39f,reading,train,mas,"39f-(69880, 71180)",69880.0,71030.0,0,0,1,0,0,0,0,0,0,1
39f,reading,train,sad,"39f-(69880, 71180)",69880.0,71030.0,0,0,1,0,0,0,0,0,0,1
39f,reading,train,A3,"39f-(69880, 71180)",69970.0,71180.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,bau,"39f-(69880, 71180)",69970.0,71180.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(72180, 73360)",72180.0,73293.0,1,0,0,0,1,0,0,0,0,0
39f,reading,train,A2,"39f-(72180, 73360)",72265.0,73175.0,0,0,0,0,1,1,0,1,0,1
39f,reading,train,mas,"39f-(72180, 73360)",72265.0,73175.0,0,0,0,0,1,1,0,1,0,1
39f,reading,train,A3,"39f-(72180, 73360)",72420.0,73360.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,bau,"39f-(72180, 73360)",72420.0,73360.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,sad,"39f-(72180, 73360)",72420.0,73360.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A2,"39f-(73875, 75480)",73875.0,75025.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(73875, 75480)",73875.0,75025.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(73875, 75480)",73875.0,75025.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(73875, 75480)",74432.0,75128.0,0,0,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(73875, 75480)",74490.0,75480.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(73875, 75480)",74490.0,75480.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(75845, 76247)",75845.0,76247.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(75845, 76247)",75845.0,76247.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(75845, 76247)",76050.0,76230.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(75845, 76247)",76050.0,76230.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,mas,"39f-(75845, 76247)",76050.0,76230.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(76260, 77210)",76260.0,76940.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,mas,"39f-(76260, 77210)",76260.0,76940.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A1,"39f-(76260, 77210)",76289.0,76897.0,0,1,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(76260, 77210)",76460.0,77210.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,bau,"39f-(76260, 77210)",76460.0,77210.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,sad,"39f-(76260, 77210)",76460.0,77210.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A2,"39f-(77920, 78654)",77920.0,78520.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(77920, 78654)",77920.0,78520.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(77920, 78654)",77920.0,78520.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(77920, 78654)",78190.0,78654.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(77920, 78654)",78350.0,78650.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(77920, 78654)",78350.0,78650.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(79065, 79715)",79065.0,79715.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(79140, 80690)",79065.0,79715.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(79065, 79715)",79065.0,79715.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(79140, 80690)",79065.0,79715.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(79065, 79715)",79065.0,79715.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(79140, 80690)",79065.0,79715.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A3,"39f-(79065, 79715)",79140.0,80690.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(79765, 80415)",79140.0,80690.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(79140, 80690)",79140.0,80690.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(79065, 79715)",79140.0,80690.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(79140, 80690)",79140.0,80690.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(79765, 80415)",79140.0,80690.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(79065, 79715)",79423.0,80655.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(79765, 80415)",79423.0,80655.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(79140, 80690)",79423.0,80655.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(79765, 80415)",79765.0,80415.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(79140, 80690)",79765.0,80415.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(79765, 80415)",79765.0,80415.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(79765, 80415)",79765.0,80415.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(81200, 81460)",81200.0,81460.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,bau,"39f-(81200, 81460)",81200.0,81460.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(81200, 81460)",81200.0,81460.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(81200, 81460)",81200.0,81460.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(81480, 82220)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(81737, 82690)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(81489, 81623)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,bau,"39f-(81489, 81623)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(81480, 82220)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(81489, 81623)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(81737, 82690)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(81737, 82690)",81480.0,82220.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(81480, 82220)",81489.0,81623.0,0,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(81489, 81623)",81489.0,81623.0,0,0,0,0,0,0,0,0,0,0
39f,reading,train,sad,"39f-(81480, 82220)",81489.0,81623.0,0,0,0,0,0,0,0,0,0,0
39f,reading,train,sad,"39f-(81489, 81623)",81489.0,81623.0,0,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(81480, 82220)",81737.0,82536.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A1,"39f-(81737, 82690)",81737.0,82536.0,1,0,0,0,0,0,1,0,0,1
39f,reading,train,A3,"39f-(81480, 82220)",81760.0,82690.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(81737, 82690)",81760.0,82690.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(81480, 82220)",81760.0,82690.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(81737, 82690)",81760.0,82690.0,1,0,0,0,0,1,0,0,0,0
39f,reading,train,A1,"39f-(83082, 83530)",83082.0,83530.0,0,0,0,1,0,0,0,0,0,0
39f,reading,train,A1,"39f-(83480, 84490)",83082.0,83530.0,0,0,0,1,0,0,0,0,0,0
39f,reading,train,A2,"39f-(83082, 83530)",83240.0,83520.0,0,0,0,1,0,0,1,0,0,1
39f,reading,train,A2,"39f-(83480, 84490)",83240.0,83520.0,0,0,0,1,0,0,1,0,0,1
39f,reading,train,mas,"39f-(83082, 83530)",83240.0,83520.0,0,0,0,1,0,0,1,0,0,1
39f,reading,train,mas,"39f-(83480, 84490)",83240.0,83520.0,0,0,0,1,0,0,1,0,0,1
39f,reading,train,A3,"39f-(83082, 83530)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(83610, 84350)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(84380, 84730)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(83480, 84490)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(83082, 83530)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(83480, 84490)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(83610, 84350)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,bau,"39f-(84380, 84730)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(83082, 83530)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(83480, 84490)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(83610, 84350)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,sad,"39f-(84380, 84730)",83480.0,84490.0,0,1,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(83610, 84350)",83610.0,84350.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(83480, 84490)",83610.0,84350.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(83610, 84350)",83610.0,84350.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(83610, 84350)",83670.0,84309.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(83480, 84490)",83670.0,84309.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,A2,"39f-(84380, 84730)",84380.0,84570.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A2,"39f-(83480, 84490)",84380.0,84570.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,mas,"39f-(84380, 84730)",84380.0,84570.0,0,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(84380, 84730)",84464.0,84603.0,0,0,0,0,0,0,0,0,0,0
39f,reading,train,A1,"39f-(83480, 84490)",84464.0,84603.0,0,0,0,0,0,0,0,0,0,0
39f,reading,train,A3,"39f-(84380, 84730)",84490.0,84730.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A3,"39f-(83480, 84490)",84490.0,84730.0,0,0,0,0,0,1,0,0,0,0
39f,reading,train,A2,"39f-(85070, 86290)",85070.0,86160.0,1,0,0,0,0,0,0,1,0,1
39f,reading,train,mas,"39f-(85070, 86290)",85070.0,86160.0,1,0,0,0,0,0,0,1,0,1
39f,reading,train,A3,"39f-(85070, 86290)",85090.0,86290.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,bau,"39f-(85070, 86290)",85090.0,86290.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,sad,"39f-(85070, 86290)",85090.0,86290.0,1,0,0,0,0,1,0,0,0,1
39f,reading,train,A1,"39f-(85070, 86290)",85097.0,86071.0,0,1,0,0,0,0,0,0,0,0
39f,reading,train,A2,"39f-(87755, 88520)",87755.0,88395.0,1,0,0,0,0,0,0,0,0,1
39f,reading,train,mas,"39f-(87755, 88520)",87755.0,88395.0,1,0,0,0,0,0,0,0,0,1
39f,reading,train,sad,"39f-(87755, 88520)",87755.0,88395.0,1,0,0,0,0,0,0,0,0,1
39f,reading,train,A1,"39f-(87755, 88520)",87943.0,88448.0,1,0,0,0,0,0,0,0,0,0
39f,reading,train,A3,"39f-(87755, 88520)",87990.0,88520.0,1,0,0,0,0,0,0,0,0,0
