media_file,annotator,start,end,label
29ma,PAR,74921,78734,in terms of thinking about my own stuttering .
29ma,PAR,78734,82644,I hafta say I think about it much less than I useta .
29ma,PAR,82644,85857,I useta think about it everytime I opened my mouth .
29ma,PAR,85857,93893,every word I said at it's peak almost every single word I said had  a little bit of stuttering in it .
29ma,PAR,93893,105849,<and now I still have> [//] it still fluctuates I still have good  days and bad days .
29ma,PAR,105849,115307,where I'm still trying not to stutter and still avoiding and on  those days I would say I still think about stuttering quite often .
29ma,PAR,115307,118250,that I think about not wanting to stutter .
29ma,PAR,118250,123687,on most days I think I'm comfortable about letting stuttering  happen .
29ma,PAR,123687,135033,and &-um even using stuttering to &-um connect better with people .
29ma,PAR,135033,143556,I've often had the experience of after hearing me stutter people  sharing experiences with me .
29ma,PAR,143556,153314,seemingly unrelated to stuttering whether it's depression or  psychological issues or other issues .
29ma,PAR,153314,163410,fears and other emotional things and so often I feel that my  stuttering acts as a way of connecting with people more .
29ma,PAR,163410,173720,in that way &-um I do think about when I'm speaking to stutter as  openly as possible .
29ma,PAR,173720,176884,getting that sort of intimacy in conversation .
29ma,PAR,176884,183075,&-um but I think about it much less than when I useta when I was  still struggling with it .
29ma,PAR,183075,186720,&-uh yeah .
29ma,PAR,190916,198737,&-um <I think lots_of> [//] I guess the cause the actual physical  mechanism that creates a disfluency .
29ma,PAR,198737,206110,that most of the research is suggesting it has &-uh genetic origins  .
29ma,PAR,206110,208968,you have a genetic predisposition to stutter .
29ma,PAR,208968,224122,and then depending on how you develop I would imagine in the womb  and then through childhood those genes can be expressed more or less  to an extent .
29ma,PAR,224122,232265,your neurophysiology and anatomy develop .
29ma,PAR,232265,240447,seems to reinforce stuttering or help it to resolve on it's own .
29ma,PAR,240447,248721,it seems that through childhood we develop patterns of speaking .
29ma,PAR,248721,252030,those patterns of speaking get coded in our brains .
29ma,PAR,252030,255405,through neural connections and pathways .
29ma,PAR,255405,265218,we can reinforce stuttered way of speaking through our &-um I don't  wanna say .
29ma,PAR,265218,271579,bad habits because I don't think it's a good or bad thing it's just  something that happens automatically but .
29ma,PAR,271579,278830,if the stuttering doesn't resolve in early childhood and you start  to develop reactions to it .
29ma,PAR,278830,289446,reactions help to reinforce the stuttering and it continues to  become a bit and harder to &-uh .
29ma,PAR,289446,291816,not react to .
29ma,PAR,291816,301144,and so what I think most of you would call stuttering is those deep  seated neurological connections that you built .
29ma,PAR,301144,311443,in childhood which is why I think therapy is so hard because not  only are you changing your reactions but your reactions .
29ma,PAR,311443,320512,all of neuro correlates and you're reprogramming your brain a bit  as you get more comfortable .
29ma,PAR,320512,326110,&-um but also I think the experience of stuttering happens within a  social context and .
29ma,PAR,326110,331529,our context is one where stuttering is devalued and there is a  stigma around stuttering and .
29ma,PAR,331529,337862,disability and I think that contributes to the reactions that we  have .
29ma,PAR,337862,348575,and I would imagine people stuttering would look drastically  different in a society that accepted it completely like if .
29ma,PAR,348575,355070,if the world was like the n@l s@l a@l stuttering would sound and  look different &-uh .
29ma,PAR,355070,364779,I don't think the way we speak is directly written in our genes or  in our brains I think it always interacts with where we are living .
29ma,PAR,378528,382571,I had speech therapy when I was really young for .
29ma,PAR,382571,389746,it started for my articulation I think I had a_lot_of speech sound  errors .
29ma,PAR,389746,394662,I remember while I was in therapy for articulation I developed my  stuttering .
29ma,PAR,394662,408261,and I don't remember much speech therapy targeting my stuttering I  remember mostly about articulation like practicing saying certain  sounds and working up to saying it in sentences .
29ma,PAR,408261,414474,&-um I don't remember that was private therapy but I think I also  had therapy in school .
29ma,PAR,414474,422127,that I remember being tested I remember diagnostics but I don't  remember the therapy itself .
29ma,PAR,422127,425669,and that went up until fifth grade .
29ma,PAR,425669,438889,we moved from the urban part of where I lived to the more suburban  to the town of Picipsy when I was in middle school when I was in  sixth grade .
29ma,PAR,438889,444130,I told my parents I was tired of speech therapy I didn't wanna do  it anymore .
29ma,PAR,444130,449166,and then didn't receive therapy again until high school .
29ma,PAR,449166,459143,and that was because my speech had progressively gotten much [/]  much more effortful and I was stuttering very [/] very severely .
29ma,PAR,459143,465177,and sort of reached the rock bottom .
29ma,PAR,465177,476875,and what had happened was I think my grandmother saw something  about Speech_Easy on television maybe like Good_Morning_America or  Oprah or something .
29ma,PAR,476875,482508,and called up my mom or cut out a newspaper article or something .
29ma,PAR,482508,492164,anyway my parents approached me about this thing and I was sort of  offended and against it I didn't wanna talk about my stuttering or  deal with it .
29ma,PAR,492164,499116,but I think the fact that my grandma cut out the clip made me  realize that maybe it was a bigger problem than I thought .
29ma,PAR,499116,506637,so we went down to New_York_City to talk to with a distributor a  Speech_Easy distributor he was either an audiologist or speech  pathologist .
29ma,PAR,506637,515310,and he said that in_order_to use a Speech_Easy you should also be  receiving therapy that you get the most out_of it when you work with  a therapist .
29ma,PAR,515310,520757,so we got the Speech_Easy and I also started therapy again in high  school .
29ma,PAR,520757,525284,with a speech pathologist who specialized in stuttering .
29ma,PAR,525284,532255,and I saw her for about a year and a half and that was a good  experience .
29ma,PAR,532255,542581,<we> [//] I would say half the therapy was fluency type stuff and  half of it was attitudinal and sort of changing my perceptions of  stuttering and facing my fears .
29ma,PAR,542581,551462,the fluency stuff I don't think it did much I don't remember being  able to use any of it in real life or it changing anything .
29ma,PAR,551462,554778,but the attitudinal stuff really pushed me .
29ma,PAR,554778,564107,to start seeing my life stutterer instead of really seeing it as  only being able to be lived unless I was fluent .
29ma,PAR,564107,569480,she would make me call up places on the phone and fake stutter .
29ma,PAR,569480,572927,and show me videos of <adults> [//] successful adults stuttering .
29ma,PAR,572927,576289,&-uh I think that really helped me to cope with it .
29ma,PAR,576289,585914,&-um and that was the last time I received therapy I left there  still stuttering quite severely but with a changed attitude .
29ma,PAR,585914,590492,<and> [//] but I would say the biggest changes in my speech  happened in grad school .
29ma,PAR,590492,593628,&-um where it was a_lot_of self therapy I guess .
29ma,PAR,593628,600754,because &-uh my initial clinical experiences were really hard and I  &-uh could barely speak to my clients .
29ma,PAR,600754,605156,and &-uh my clinical supervisors were freaking out and didn't know  what to do with me .
29ma,PAR,605156,609427,and I was freaking out I thought I was going to hafta drop out_of  the program .
29ma,PAR,609427,623335,and just sort of I think that was the first time I needed to work  on my speech where it had consequences so_that really forced me to  apply a_lot_of the things I had learned over the years .
29ma,PAR,623335,633743,&-um through the n@l s@l a@l through taking stuttering classes in  grad school I had gone down to visit Vivian and her philosophy was  in my mind a lot .
29ma,PAR,633743,640173,so I would say the biggest changes happened from grad school until  the present which has been a_lot_of self therapy .
29ma,PAR,660931,665109,I think successful communication is when .
29ma,PAR,665109,674619,you are able to express what you wanna say when you wanna say it in  a way that the listener receives that message .
29ma,PAR,674619,683849,and you can both in a back and forth fashion so the person you're  speaking to can also express what they wanna say when they wanna say  it .
29ma,PAR,683849,687849,that interaction should be enjoyable .
29ma,PAR,687849,707756,&-um I'm not sure that has anything to do with stuttering or not I  actually think that stuttering can help enhance successful  communication in that a_lot_of our communication is automatic you  sort of get into communicative routines where there is a rhythm to  how we speak .
29ma,PAR,707756,714879,and not really saying much other than trite phrases like hi how are  you I'm good .
29ma,PAR,714879,722429,but stuttering sort of breaks up all of those patterns and forces  people to communicate with each_other outside of those routines .
29ma,PAR,722429,731388,and I think that makes communication more successful because it's  not bound by heuristics .
29ma,PAR,731388,736758,a recent communicative exchange that was successful was .
29ma,PAR,736758,740445,I just interviewed somebody for Stutter_Talk podcast .
29ma,PAR,740445,744207,&-um she was a young woman from China .
29ma,PAR,744207,751456,and &-uh we had a great conversation about her she was a young  woman who stutters from China we had a great conversation about her  upbringing in China .
29ma,PAR,751456,754515,and differently stuttering was viewed .
29ma,PAR,754515,757953,dramatically differently from the United_States .
29ma,PAR,757953,762586,and &-uh we laughed a lot and I learned a lot and it was a_lot_of  fun .
29ma,PAR,770295,777308,most everything I suppose because like I was saying earlier my  whole career is around stuttering .
29ma,PAR,777308,781402,and a_lot_of my friends I met through stuttering .
29ma,PAR,781402,788000,my girlfriend I met in Memphis because I was going to school for  stuttering in Memphis .
29ma,PAR,788000,800804,and on a soccer team for speech pathologists in grad school and I  can't think of most I can't think anything in my life that would  have not been affected by stuttering .
29ma,PAR,800804,817031,it's almost such a big part of my life that it's hard for me to  think about what I would be like because it wouldn't even be me it  almost seems absurd to answer I think just about everything would be  different .
29ma,PAR,837955,845291,&-um I would say that the best way to learn about stuttering is to  talk to a person who stutters .
29ma,PAR,845291,853780,and that I think what speech therapists especially needta bear in  mind when they're working with people who stutter .
29ma,PAR,853780,861367,is that the stutter itself is not the problem it's the effort spent  in wrestling with the stutter .
29ma,PAR,861367,864811,and I think it's possible to stutter without effort .
29ma,PAR,864811,878814,if you are able to stutter without anticipating the stutter and  then reacting the stutter and then thinking about the stutter  there's like three moments where the stutter can be disruptive .
29ma,PAR,878814,885333,but I think the stutter can happen without anticipation without  reaction and without &-uh rumination .
29ma,PAR,885333,894609,<&-um and so it's> [//] I think the stutter can be left alone and  you can concentrate on those other things .
29ma,PAR,894609,910588,and from my experience most of the people who I have talked to who  have successfully navigated their stuttering that's been how they've  done it by let themselves stutter without reacting to it .
29ma,PAR,910588,914591,&-um and yeah I guess that's it .
29ma,INV,199,27079,you can talk about your interactions with family friends school and  or work and your participation in community events .
29ma,INV,186720,190916,what do you think causes stuttering ?
29ma,INV,364779,378528,if you have received treatment for your stuttering tell me about  your therapy experiences and the outcomes of these therapies .
29ma,INV,640173,660931,please describe what successful communication means to you and can  you give an example of a positive communicative experience ?
29ma,INV,762586,770295,if you didn't stutter what might be different in your life ?
29ma,INV,817031,837955,and what else would you wanna say to students or the general public  to help them learn about stuttering or ways to support people who  stutter ?
26m,PAR,29295,37513,stuttering has been an impact mostly in work and in school for me  not so much in the social setting .
26m,PAR,37513,44607,with my friends I'm not really too concerned about whether I  stutter and how I [/] I sound .
26m,PAR,44607,49424,but it definitely does impact in my class with raising my hand I'm  a .
26m,PAR,49424,53326,a physical therapy graduate student at the University of Maryland  Baltimore .
26m,PAR,53326,55123,and &-um .
26m,PAR,55123,57108,I [/] I feel .
26m,PAR,57108,61191,self conscious to raise my hand sometimes and participate in class  and .
26m,PAR,61191,70650,&-uh going out into clinical rotations my blocks are exacerbated so  that's where stuttering has the most life impact on me is in work  and in school .
26m,PAR,79549,85687,from what I've heard stuttering is caused by a neurochemical  disorder related to dopamine in the brain .
26m,PAR,100161,105675,I had speech therapy in grade school .
26m,PAR,105675,111606,and even early intervention as well from when I was three years old  to I was sixteen when I was discharged in high school .
26m,PAR,111606,118409,and the outcomes of those therapies wasn't consistent or effective  .
26m,PAR,118409,123395,in decreasing the .
26m,PAR,123395,144207,the impact that stuttering has on my life but avoidance reduction  therapy in the last four years has had a tremendous impact on my  life where now I enjoy communicating with people and I'm very [/]  very open and my natural personality shows because I think that  organically I'm a very extroverted person but I was being held back  by my stutter .
26m,PAR,144207,150273,so I've had tremendous outcomes through avoidance reduction therapy  .
26m,PAR,169103,170346,sure .
26m,PAR,170346,182312,so successful communication to me means that other people  understand you and you're able to convey your messages in a way  that's enjoyable for both parties .
26m,PAR,182312,207628,so &-uh a really positive experience that I had recently was where  I gave a keynote speech &-um at a nonprofit organization it was a  fundraiser gala and I'm a graduate of the program and there I was  speaking to over two hundred and fifty wealthy individuals who were  looking to support our cause and I gave about an eight minute speech  in front of these people .
26m,PAR,207628,216092,and it was extremely nerve wracking but I enjoy it tremendously and  I received really great feedback from it afterwards and .
26m,PAR,216092,228314,and it has motivated me to continue pursuing public speaking and to  not shy away from that because it is important to be able to do that  once I become a physical therapist .
26m,PAR,240662,253227,probably wouldn't have the great friends that I do now &-uh I think  that it has helped me to meet a_lot_of people who I wouldn't have  ordinarily met and I think that I would have followed a different  path in my life because .
26m,PAR,253227,262086,where I grew up I was around a_lot_of uneducated individuals low  socioeconomic status and I think it actually helped me in the long  run .
26m,PAR,262086,281343,not fitting in socially &-um I let my stutter hold me back so I  never participated in activities and so I think it actually really  helped me in the long run because I ended up associating more with  older individuals people who were wiser like I would always talk  more with the parents than my actualy peers .
26m,PAR,281343,292462,and so I am really glad that I do stutter because if I didn't I  don't know where I would be but I do think I'm in a good place now  and I think I have a bright future .
26m,PAR,315580,324595,I think there are some common misconceptions about stuttering and  one is that it's caused by nerves it's not caused by nerves but it  can be exacerbated by nerves .
26m,PAR,324595,330392,so I know that when I'm tired or nervous I stutter with more  severity or more frequently .
26m,PAR,330392,334380,and so .
26m,PAR,334380,344970,that's something that I would tell other people it's a common  question that I get and also it would be nice to educate people that  everyone stutters and it's really on a continuum .
26m,PAR,344970,349131,and to answer the second part of the question could you repeat it  again ?
26m,PAR,363029,371843,oh yeah so to support people who stutter be a really good listener  be patient don't fill in their sentences .
26m,PAR,371843,379048,or their words (be)cause often times you'll guess wrong and then  it'll take even longer to communicate the message .
26m,PAR,379048,387058,so &-uh be patient and [/] and that's the best thing you can do for  someone who stutters .
26m,PAR,388558,390822,yep .
26m,INV,0,15577,please talk about the impact of stuttering on your daily life .
26m,INV,15577,24097,you can talk about your interactions with family and friends school  and or work .
26m,INV,24097,29295,and your participation in community activities .
26m,INV,70650,79549,what do you think causes stuttering ?
26m,INV,85687,97374,if you have received treatment for your stuttering tell me about  your therapy experiences .
26m,INV,97374,100161,and the outcomes of these therapies .
26m,INV,150273,162556,please describe what successful communication means to you .
26m,INV,162556,169103,can you give an example of a positive communicative experience ?
26m,INV,228314,240662,if you didn't stutter what might be different in your life ?
26m,INV,292462,310433,what else would you wanna say to students or the general public to  help them learn about stuttering ?
26m,INV,310433,315580,or ways to support people who stutter ?
26m,INV,349131,363029,how do you think or is there anything you'd wanna say to students  or the general public about how they can support people who stutter  ?
26m,INV,387058,388558,alright thank you .
62f,PAR,13905,15992,right .
62f,PAR,16736,32264,&-um stuttering useta have a big impact on [//] I was filled with  shame and fear .
62f,PAR,32264,37194,and when I found the &-um n@l s@l p@l back in nineteen ninety eight  everything changed .
62f,PAR,37194,43763,and I became an s@l l@l p@l .
62f,PAR,43763,48704,and it was a life changing experience for me .
62f,PAR,59483,70743,well I worked in research science because that was something where  I wouldn't hafta talk to people .
62f,PAR,70743,73450,and I did that for over twenty years .
62f,PAR,73450,85485,and I gotta the point where I was around forty years old and I  couldn't imaging myself still doing that at age fifty .
62f,PAR,85485,89491,so I made a career change .
62f,PAR,102173,106712,yeah I didn't have treatment until I was forty years old .
62f,PAR,106712,116529,and &-um I had gone to the &-um Hollins_Institute .
62f,PAR,116529,120494,I did very well while I was there when I got home I couldn't talk .
62f,PAR,120494,131573,then I went into stuttering modification therapy which changed  everything .
62f,PAR,131573,134692,that was wonderful .
62f,PAR,134692,136701,yeah .
62f,PAR,144315,154567,&-um just being able to say what you wanna say regardless if you  stutter or not .
62f,PAR,159815,166732,you know I think about that and I really don't know .
62f,PAR,166732,183030,&-um you know I never wanted a career &-um all I ever wanted to do  was to be a housewife .
62f,PAR,183030,191940,but instead I never gotta do that and I have spent my life working  .
62f,PAR,191940,195497,so I don't really know how it would be different .
62f,PAR,205499,222111,I think it's a neurological &-um difference that some people are  born with and then environmental factors either bring it out or  don't bring it out .
62f,PAR,235221,243900,&-um give your clients the message that it's okay to stutter .
62f,PAR,243900,254571,teach them all the tools &-um fluency shaping as_well_as stuttering  modification .
62f,PAR,254571,263896,when they can't use their tools it's not because they're not  working hard or because they don't wanna it's because they can't do  it .
62f,PAR,263896,265567,it's really hard .
62f,PAR,269888,270631,okay .
62f,INV,0,8097,okay &-um so the first question is could you discuss the impact of  stuttering on your everyday life ?
62f,INV,8097,13905,for instance how it has impacted or impacts your job your family  your friends school .
62f,INV,15992,16736,yeah .
62f,INV,48704,59483,mhm and before that what had been the impact &-um <how it had> [/]  how it had limited you if it did &-um or changed the way in which  you interacted with people ?
62f,INV,89491,90871,okay sounds good .
62f,INV,90871,102173,&-um did you have treatment for your stuttering at any point in  time before all of this and if so <what seemed &-uh to be> [//] you  know just tell me about your therapy experiences .
62f,INV,102173,102253,okay .
62f,INV,136701,142242,alright &-um what would you describe as an example of successful  communication ?
62f,INV,142242,144315,as a goal what is successful communication ?
62f,INV,154567,159815,okay &-um if you had never stuttered how would your life have been  different ?
62f,INV,159815,159895,okay .
62f,INV,159895,159975,okay .
62f,INV,195497,202771,okay that's fair enough I'm not sure for anything what would be  different if for instance I were a foot taller than I am .
62f,INV,202771,205499,&-um what do you think causes stuttering ?
62f,INV,222111,223076,okay .
62f,INV,223076,224533,alright .
62f,INV,224533,235221,and last thing if you and this is interesting because you are an  s@l l@l p@l but if you could tell and s@l l@l p@l in training  something what would be the most important message you'd wanna give  ?
62f,INV,265567,267353,yeah okay I'd agree .
62f,INV,267353,269888,okay &-um that's basically it .
64m,PAR,199,399,&-uh <this is not the way I> [//] this is not the type of fluency I  have when I'm talking on the outside .
64m,PAR,8200,23740,so there's that .
64m,PAR,23740,23940,first question is please talk about the impact of stuttering on  your daily life .
64m,PAR,23940,38796,you can talk about your interactions with family and friends school  and or work and your participation in community activities .
64m,PAR,38796,48055,&-uh stuttering up until the age of forty &-uh completely consumed  me .
64m,PAR,48055,48255,&-um in interactions with family and friends .
64m,PAR,48255,57128,I don't think I was as close to my father as I should have been .
64m,PAR,57128,65285,because I always thought he was somehow judging me and I thought I  fell short of what he expected in a son .
64m,PAR,65285,73440,I was closer to my mother and I have two siblings a brother and a  sister and I don't think I'm close to them at all .
64m,PAR,73440,82013,&-uh school &-uh again it &-uh completely affected me .
64m,PAR,82013,82213,&-uh the courses I took were courses I wouldn't hafta speak in .
64m,PAR,82213,82413,&-uh when it did come time when I was forced into it when I was  forced into a seminar or something of that sort &-uh usually I took  the easy way out .
64m,PAR,82413,82613,I always managed to be sick on the day when I would hafta give a  presentation .
64m,PAR,82613,104756,something of that sort .
64m,PAR,104756,104956,or else I would give a very short presentation even though I knew  that it reflected badly on me .
64m,PAR,104956,122405,I simply thought that &-um that was not as bad as what would have  happened if I stood in front of the class and stuttered .
64m,PAR,122405,122605,&-uh work again I don't think I went as far in the job as I could  have been if I had &-uh xxx presentations and things like that .
64m,PAR,122605,122805,I was very happy I was very fortunate to find a very &-uh good  company to work at a very good employee it was a startup firm .
64m,PAR,122805,123005,and I think I was able to &-uh prove myself in other ways .
64m,PAR,123005,123205,and I think the boss simply found ways to make sure I could work  there without having to speak to clients .
64m,PAR,123205,123405,participation in community activities .
64m,PAR,123405,123605,that simply didn't happen .
64m,PAR,123605,123805,that would have been voluntary .
64m,PAR,123805,174308,and no that simply didn't happen .
64m,PAR,174308,180993,okay I'm going to end it here and start a different file for each  of the six questions .
64m,PAR,180993,185855,what do you think causes stuttering ?
64m,PAR,185855,191373,I've always assumed there was a genetic component to it .
64m,PAR,191373,195416,even though I'm the only person in my family who stutters .
64m,PAR,195416,195616,I can go back to my parents of course and to one set of  grandparents and there wasn't any stuttering there .
64m,PAR,195616,206495,I really don't know much about my father's parents .
64m,PAR,206495,206695,and I don't know anything at all about great grandparents and  people even back .
64m,PAR,206695,218180,but I've still always assumed there was a genetic &-uh component to  it .
64m,PAR,218180,218380,I think it's physical and I don't think it's psychological in any  way .
64m,PAR,218380,218580,I don't think there's anything in your upbringing that causes it .
64m,PAR,218580,218780,I don't think there's a way that you should raise a child who  stutters .
64m,PAR,218780,236561,I think it will happen or not happen .
64m,PAR,236561,240886,&-uh it's a completely physical phenomenon .
64m,PAR,240886,241086,I'm not sure <what that> [//] what the physical component is .
64m,PAR,241086,241286,I tend to think someday there will be a pill that cures it .
64m,PAR,241286,258751,I know they've tried finding such a thing and &-uh they came up  short but I think it'll happen sooner or later .
64m,PAR,258751,262895,I'm going to go on to the third question since that was short .
64m,PAR,262895,270685,if you have received treatment for your stuttering tell me about  your therapy experiences and the outcome of these therapies ?
64m,PAR,270685,280710,&-uh the first therapist I went to I was young because <my parents>  [//] I was starting high school so this was actually after eighth  grade .
64m,PAR,280710,280910,when I finally went to see a therapist .
64m,PAR,280910,291605,and my parents who didn't know much about it simply assumed I was  going to see a therapist once or twice and then I would be cured .
64m,PAR,291605,291805,&-uh that of course didn't happen <so> [//] but <they> [//] we  still stopped it .
64m,PAR,291805,301750,I didn't hafta go past it again .
64m,PAR,301750,301950,&-um after that it was graduate school that I next saw a therapist  .
64m,PAR,301950,302150,the graduate school I went to Purdue offered therapy for free to  its students .
64m,PAR,302150,302350,and I went there and that was actually a good experience .
64m,PAR,302350,325411,&-uh the first guy I saw was probably good but I didn't think I was  ready for it .
64m,PAR,325411,340403,<he would have me> [//] he would actually make phone calls and  pretend to stutter then he would hang up the phone and say you see  it wasn't all that bad it's not a bad experience .
64m,PAR,340403,340603,and I wasn't ready for something like that .
64m,PAR,340603,340803,I think it was a very important lesson but I wasn't ready to accept  it .
64m,PAR,340803,353671,I found that I was a little bit embarrassed hearing him stutter  because I thought he was mimicking me .
64m,PAR,353671,362963,when I gotta graduate school &-uh things were essentially  breathing techniques and other things like that .
64m,PAR,362963,363163,and it helped a great deal and they tried to tell me just keep  talking take the opportunity to talk in class .
64m,PAR,363163,363363,and I think that was good but actually even in graduate school I  wasn't ready to accept that .
64m,PAR,363363,388013,I was about forty years old when I joined <the> [//] one of the  chapters for the n@l s@l a@l the local chapter here in south Jersey  .
64m,PAR,388013,394430,and somebody there who is now a good friend of mine was a speech  language pathologist .
64m,PAR,394430,398356,and she said to me she was quoting someone .
64m,PAR,398356,398556,stuttering is what happens when you try not to stutter .
64m,PAR,398556,408335,<and that was &-uh> [//] I was ready to understand what she meant  by that .
64m,PAR,408335,412311,and she went on to say you should stutter on purpose .
64m,PAR,412311,412511,and that was actually a very good xxx practice that day at the  chapter meeting .
64m,PAR,412511,412711,and &-uh again at the age of forty I was ready to understand .
64m,PAR,412711,426148,I don't think I would have understood it sooner .
64m,PAR,426148,430445,so that's pretty much my experience with therapy .
64m,PAR,430445,447555,the fourth question is please describe what successful  communication means to you can you give an example of a positive  communicative experience .
64m,PAR,447555,447755,successful communication means fluency to me .
64m,PAR,447755,452521,fluency is still very important to me .
64m,PAR,452521,465268,there could be minor stuttering in fact stuttering I think is very  useful I think it's a way of expressing what you're trying to say  when you're trying to reach for a certain word .
64m,PAR,465268,465468,I'm not put off by it .
64m,PAR,465468,472188,but then there's stuttering and <there's stuttering> [/] there's  stuttering and then there's a speech impairment .
64m,PAR,472188,478205,&-uh successful communication means essentially fluent to me .
64m,PAR,478205,490706,do I have an experience <of a positive communicative> [//] of  positive communication .
64m,PAR,490706,496820,&-um yeah I think like most people who stutter I have cycles I have  good days and bad days .
64m,PAR,496820,501501,so I've had lots_of good days these are xxx I am very fluent .
64m,PAR,501501,501701,so yes that has happened &-uh and then example would be just  anything at all .
64m,PAR,501701,523073,usually at the chapter meeting for the n@l s@l a@l I tend to be  very fluent there because I know those people so well and the usual  thing they know that I stutter so I'm not trying to hide things from  them .
64m,PAR,523073,525413,xxx .
64m,PAR,525413,532581,if you didn't stutter what might be different in your life ?
64m,PAR,532581,532781,I can give &-um one word answer to that .
64m,PAR,532781,541873,that would be everything absolutely everything would be different  in my life .
64m,PAR,541873,548691,I think my &-uh work prospects would have been very different .
64m,PAR,548691,559140,I think I would have moved on for the p@l h@l d@l which I couldn't  handle I was having trouble with my major professor .
64m,PAR,559140,571285,&-uh because I wasn't answering his questions and it wasn't his  fault it was my fault I wasn't able to answer his questions I wasn't  able to do a good job things like that .
64m,PAR,571285,579875,and at the end of it I didn't move on to some other professor or to  some other university because I was so completely depressed by it .
64m,PAR,579875,580075,&-uh just about everything my personal life would have been  different .
64m,PAR,580075,580275,I'm a long standing bachelor lifetime bachelor I just couldn't meet  up with anybody so <I> [//] my family experiences would have been  different .
64m,PAR,580275,580475,sometimes I wonder if this is actually something that occurred  because_of the stuttering or is it because I held myself back .
64m,PAR,580475,580675,and my answer now is that it's because I held myself back .
64m,PAR,580675,580875,I don't think this hadta happen .
64m,PAR,580875,581075,but &-uh that's not the answer I would have given up until the age  of forty or so .
64m,PAR,581075,581275,I would have said I have a physical impairment that stops me and  I'm not a long distance runner because I physically I can't do  something like that and for the same reason there are things I can't  achieve because I have a physical impairment .
64m,PAR,581275,645988,but now I don't think that I think I was holding myself back .
64m,PAR,645988,662248,the sixth and last question is what else would you wanna say to  students or the general public to help them learn about stuttering  or ways to support people who stutter ?
64m,PAR,662248,679140,well as far as students go I think <the most important thing you  can teach> [//] &-uh the most important thing you can learn is that  the stutterer is holding himself back even if he is not ready to  accept something like that .
64m,PAR,679140,682383,<he &~so> [//] he is holding himself back .
64m,PAR,682383,689990,and that's what you hafta do with your clients you hafta make sure  they come to understand that .
64m,PAR,689990,690190,and the most important thing that you can tell your client is to  simply talk .
64m,PAR,690190,710841,don't worry about talking in stuttering don't worry too much about  fluency simply always say what you wanna say when you're in a  restaurant always order the food that you wanna order never what you  can pronounce .
64m,PAR,710841,715453,if you're talking to somebody always say what you wanna say .
64m,PAR,715453,715653,never &-uh water it down change it around do something like that .
64m,PAR,715653,728188,never back out_of a discussion and it doesn't matter how much you  stutter the important thing is that you talk .
64m,PAR,728188,728388,the stuttering will lesson on its own .
64m,PAR,728388,734305,that's something I've learned myself .
64m,PAR,734305,741273,I didn't learn that until <I was> [//] really when I reached middle  years .
64m,PAR,741273,746906,and that's unfortunate I wish I had learned that at an earlier age  .
64m,PAR,746906,751350,okay that concludes all six questions then .
24mb,PAR,13112,16427,okay so I am the only person <in my family> [/] in my family that  stutters .
24mb,PAR,16427,16627,&-uh and for a while stuttering kind of +//.
24mb,PAR,16627,16827,and stuttering won .
24mb,PAR,16827,17027,&-uh when I was growing up .
24mb,PAR,17027,23933,I always questioned like am I the only one that stuttered ?
24mb,PAR,23933,25534,how will this impact future jobs ?
24mb,PAR,25534,27334,could someone see past the fact that I stutter ?
24mb,PAR,27334,27534,will this affect friendships ?
24mb,PAR,27534,27734,or relationships ?
24mb,PAR,27734,29801,whatever the case may be .
24mb,PAR,29801,33338,but as I got older .
24mb,PAR,33338,34739,and did speech therapy .
24mb,PAR,34739,36173,and then when back to speech therapy .
24mb,PAR,36173,38775,&-um I gained a sense of acceptance .
24mb,PAR,38775,42358,and [/] and no I'm <not the only one that can see past> [//] not  the only one that stutters .
24mb,PAR,42358,44344,and yes people can see past it .
24mb,PAR,44344,46945,and no it will not affect &-uh my job .
24mb,PAR,46945,50595,&-uh prospects .
24mb,PAR,50595,54297,&-um stuttering doesn't define me as a person .
24mb,PAR,54297,56147,like <I don't> [//] I try not to let it .
24mb,PAR,56147,56347,there are days when it does .
24mb,PAR,56347,59413,but I don't let stuttering define me .
24mb,PAR,59413,63568,and in a way <I'm think I'm glad I'm stutter> [//] I'm glad I  stutter .
24mb,PAR,63568,63768,because I don't know where I would .
24mb,PAR,63768,63968,I don't who [/] who I would be as a person .
24mb,PAR,63968,67246,if I did not stutter .
24mb,PAR,67246,67251,oh .
24mb,PAR,67251,67451,oh because when I was little .
24mb,PAR,67451,67651,it was xxx .
24mb,PAR,67651,67851,I had a_lot_of questions and doubts .
24mb,PAR,77977,84505,but it was something I did not talk about .
24mb,PAR,84505,86596,but I just ignored the fact that I stutter .
24mb,PAR,86596,86796,didn't wanna acknowledge it .
24mb,PAR,86796,86996,there <were times> [//] a_lot_of times in class .
24mb,PAR,86996,94267,where I would not you know raise my hand .
24mb,PAR,94267,94467,because didn't wanna +//.
24mb,PAR,94467,94667,what if I stutter ?
24mb,PAR,94667,94867,and what if this .
24mb,PAR,94867,98402,and what if that .
24mb,PAR,98402,102338,&-um now [/] nowadays not so much .
24mb,PAR,102338,102538,the only thing that it does affect me is drivethroughs .
24mb,PAR,102538,105404,I don't do drivethroughs .
24mb,PAR,105404,107207,it's very seldom thing .
24mb,PAR,107207,107407,and then mentally it's the mental gymnastics .
24mb,PAR,107407,107607,well I don't care that I stutter .
24mb,PAR,107607,112708,but does this person care that I stutter ?
