media_file,annotator,start,end,label
25m,A1,927230,927790,_;V+HM;1
25m,bau,927230,927790,_;V+HM;1
25m,mas,927230,927790,_;V+HM;1
25m,sad,927230,927790,_;V+HM;1
25m,A1,927970,928590,ISR;FG;1
25m,A3,929250,934490,B+ISR+MUR; V+FG; 3
25m,sad,929250,934490,B+ISR+MUR; V+FG; 3
25m,A2,930999,934439,MUR;FG;1
25m,A1,931310,934450,MUR;FG;1
25m,bau,931310,934450,MUR;FG;1
25m,mas,931310,934450,MUR;FG;1
25m,A3,934799,935189,MUR; FG; 1
25m,bau,934799,935189,MUR; FG; 1
25m,mas,934799,935189,MUR; FG; 1
25m,sad,934799,935189,MUR; FG; 1
25m,A2,935199,937026,ISR;FG;1
25m,A3,935200,937030,P+ISR; FG; 3
25m,A1,935280,936920,ISR;0;0
25m,bau,935280,936920,ISR;0;0
25m,mas,935280,936920,ISR;0;0
25m,sad,935280,936920,ISR;0;0
25m,A3,937249,939739,B+ISR; FG+HM; 3
25m,A2,937279,939706,ISR+B;FG+HM;3
25m,A1,937490,939650,B;FG+HM+ME;3
25m,bau,937490,939650,B;FG+HM+ME;3
25m,mas,937490,939650,B;FG+HM+ME;3
25m,sad,937490,939650,B;FG+HM+ME;3
25m,A3,941379,941689,ISR; FG; 1
25m,A2,941387,941667,ISR;FG;1
25m,A1,941500,941660,ISR;FG;1
25m,bau,941500,941660,ISR;FG;1
25m,mas,941500,941660,ISR;FG;1
25m,sad,941500,941660,ISR;FG;1
25m,A2,941853,942907,B;FG;3
25m,A3,941889,943019,B; V+FG+HM; 3
25m,sad,941889,943019,B; V+FG+HM; 3
25m,A1,941910,942910,_;V+FG;2
25m,bau,941910,942910,_;V+FG;2
25m,mas,941910,942910,_;V+FG;2
25m,A2,943480,944386,B;FG;2
25m,A3,943510,944690,B+ISR;FG+HM+ME; 3
25m,sad,943510,944690,B+ISR;FG+HM+ME; 3
25m,A1,943520,944270,ISR;FG;1
25m,bau,943520,944270,ISR;FG;1
25m,mas,943520,944270,ISR;FG;1
25m,A3,944690,946330,B+ISR; FG+HM+ME; 3
25m,sad,944690,946330,B+ISR; FG+HM+ME; 3
25m,A1,944900,946300,ISR;V+FG;2
25m,bau,944900,946300,ISR;V+FG;2
25m,mas,944900,946300,ISR;V+FG;2
25m,A2,944907,946307,ISR+B;FG;2
25m,A2,946507,947627,ISR;FG;2
25m,A3,946529,947629,B+ISR; FG+HM; 2
25m,A1,946600,947550,ISR;FG;1
25m,bau,946600,947550,ISR;FG;1
25m,mas,946600,947550,ISR;FG;1
25m,sad,946600,947550,ISR;FG;1
25m,A3,948009,948929,B+ISR; FG; 3
25m,A2,948039,948906,ISR;FG;2
25m,A1,948120,948890,ISR;FG;1
25m,bau,948120,948890,ISR;FG;1
25m,mas,948120,948890,ISR;FG;1
25m,sad,948120,948890,ISR;FG;1
25m,A2,949279,951199,B;FG;2
25m,A3,949409,950029,B+ISR; V+FG; 2
25m,A1,949860,949990,B;FG;1
25m,bau,949860,949990,B;FG;1
25m,mas,949860,949990,B;FG;1
25m,sad,949860,949990,B;FG;1
25m,A3,950239,951219,B+ISR; V+FG+HM; 3
25m,A1,950290,951170,ISR;FG;2
25m,A3,951499,955209,B; V+FG+HM; 3
25m,sad,951499,955209,B; V+FG+HM; 3
25m,A1,953980,955170,B;FG;2
25m,bau,953980,955170,B;FG;2
25m,mas,953980,955170,B;FG;2
25m,A2,954133,955199,B;FG;3
25m,A3,955859,959539,B+ISR; FG+HM; 3
25m,A2,955866,959506,ISR+B;FG;3
25m,A1,956310,959510,ISR;FG+V;2
25m,bau,956310,959510,ISR;FG+V;2
25m,mas,956310,959510,ISR;FG+V;2
25m,sad,956310,959510,ISR;FG+V;2
25m,A2,959800,960280,ISR;FG;2
25m,sad,959800,960280,ISR;FG;2
25m,A1,960000,960330,ISR;FG;2
25m,bau,960000,960330,ISR;FG;2
25m,mas,960000,960330,ISR;FG;2
25m,A3,960079,960319,B+ISR;FG;2
25m,A3,960849,963149,B;V+FG+HM; 3
25m,sad,960849,963149,B;V+FG+HM; 3
25m,A1,961600,963080,ISR;FG+V;1
25m,bau,961600,963080,ISR;FG+V;1
25m,mas,961600,963080,ISR;FG+V;1
25m,A2,961679,963386,ISR+B;FG;2
25m,A2,963733,964613,ISR;FG;2
25m,A1,963770,964380,ISR;FG;1
25m,bau,963770,964380,ISR;FG;1
25m,mas,963770,964380,ISR;FG;1
25m,sad,963770,964380,ISR;FG;1
25m,A3,963779,964609,B+ISR;FG+HM; 3
25m,A2,965040,966440,B;FG;2
25m,sad,965040,966440,B;FG;2
25m,A3,965349,966469,B+ISR;FG+HM; 3
25m,A1,965380,966340,ISR;FG;2
25m,bau,965380,966340,ISR;FG;2
25m,mas,965380,966340,ISR;FG;2
25m,A3,966869,971859,B+ISR; FG; 3
25m,A2,966906,971880,ISR;FG;2
25m,A1,967020,971800,ISR;FG;2
25m,bau,967020,971800,ISR;FG;2
25m,mas,967020,971800,ISR;FG;2
25m,sad,967020,971800,ISR;FG;2
25m,A3,972219,973019,B; V+FG+HM; 3
25m,A2,972226,972986,B;FG+HM;2
25m,A1,972310,972930,ISR;FG;1
25m,bau,972310,972930,ISR;FG;1
25m,mas,972310,972930,ISR;FG;1
25m,sad,972310,972930,ISR;FG;1
25m,A3,973619,974539,B; V+FG; 1
25m,A2,973627,974507,B;FG;1
25m,A1,974400,974870,SR;0;0
25m,bau,974400,974870,SR;0;0
25m,mas,974400,974870,SR;0;0
25m,sad,974400,974870,SR;0;0
25m,A2,974546,975413,MUR;0;0
25m,A3,974550,975400,SR; 0; 0
25m,A3,975400,976800,B+ISR; V+FG+HM; 3
25m,A1,975410,976740,_;V;2
25m,A2,975440,976813,ISR;FG;2
25m,A3,976810,979040,B+ISR; FG; 3
25m,A1,977250,978960,ISR;FG;1
25m,A2,977266,979066,ISR;FG;2
25m,A3,979369,980259,B+ISR; V+FG; 3
25m,A1,980110,980200,B;FG;2
25m,bau,980110,980200,B;FG;2
25m,mas,980110,980200,B;FG;2
25m,sad,980110,980200,B;FG;2
25m,A3,980879,985239,B+ISR+MUR; V+FG; 3
25m,A2,981080,988200,MUR+B;FG;2
25m,A1,981610,982650,_;V;2
25m,bau,981610,982650,_;V;2
25m,mas,981610,982650,_;V;2
25m,sad,981610,982650,_;V;2
25m,A1,983510,984080,_;V;1
25m,A1,984170,985190,B;FG;2
25m,A3,986209,986699,B+ISR; FG; 3
25m,A1,986310,986630,ISR;FG;1
25m,A3,987019,987889,B+ISR; FG; 2
25m,A1,987130,987850,ISR;FG;1
25m,A2,989666,992253,IS+B;FG;2
25m,A3,989729,992269,B+ISR; V+FG+HM; 3
25m,A1,990000,992240,_;V+FG;2
25m,bau,990000,992240,_;V+FG;2
25m,mas,990000,992240,_;V+FG;2
25m,sad,990000,992240,_;V+FG;2
25m,A3,993289,994869,P+ISR; FG+HM; 3
25m,A2,993493,994866,ISR;FG;3
25m,A1,993620,994810,ISR;FG;2
25m,bau,993620,994810,ISR;FG;2
25m,mas,993620,994810,ISR;FG;2
25m,sad,993620,994810,ISR;FG;2
25m,A3,995329,998869,B+ISR; FG+HM; 3
25m,A2,995360,998853,ISR;FG+HM;3
25m,A1,995420,998800,ISR+B;FG+HM;3
25m,bau,995420,998800,ISR+B;FG+HM;3
25m,mas,995420,998800,ISR+B;FG+HM;3
25m,sad,995420,998800,ISR+B;FG+HM;3
25m,A3,999339,1002519,B+ISR; FG+HM; 3
25m,A2,999346,1002466,ISR+B;FG+HM;3
25m,A1,1000200,1002480,P;V+FG+HM;3
25m,bau,1000200,1002480,P;V+FG+HM;3
25m,mas,1000200,1002480,P;V+FG+HM;3
25m,sad,1000200,1002480,P;V+FG+HM;3
25m,A1,1003030,1003270,ISR;0;0
25m,bau,1003030,1003270,ISR;0;0
25m,mas,1003030,1003270,ISR;0;0
25m,sad,1003030,1003270,ISR;0;0
25m,A3,1003509,1004609,P+ISR; FG; 2
25m,A2,1003533,1004586,ISR;FG;1
25m,A1,1003630,1004470,ISR;FG;1
25m,bau,1003630,1004470,ISR;FG;1
25m,mas,1003630,1004470,ISR;FG;1
25m,sad,1003630,1004470,ISR;FG;1
25m,A3,1004859,1006109,B+ISR; FG; 3
25m,A1,1004920,1006040,ISR;FG;1
25m,A2,1004920,1006120,ISR;FG;2
25m,bau,1004920,1006040,ISR;FG;1
25m,mas,1004920,1006040,ISR;FG;1
25m,sad,1004920,1006040,ISR;FG;1
25m,A2,1034226,1034853,ISR;FG;2
25m,A1,1034450,1034810,ISR;0;0
25m,bau,1034450,1034810,ISR;0;0
25m,mas,1034450,1034810,ISR;0;0
25m,sad,1034450,1034810,ISR;0;0
25m,A1,1034850,1035180,ISR;FG;1
25m,A3,1035449,1037049,B+ISR; FG; 2
25m,A2,1035480,1037320,ISR;FG;2
25m,sad,1035480,1037320,ISR;FG;2
25m,A1,1035600,1036970,ISR;FG;2
25m,bau,1035600,1036970,ISR;FG;2
25m,mas,1035600,1036970,ISR;FG;2
25m,A3,1039629,1042419,B+ISR; FG; 3
25m,A1,1039640,1042370,ISR;FG;2
25m,bau,1039640,1042370,ISR;FG;2
25m,mas,1039640,1042370,ISR;FG;2
25m,sad,1039640,1042370,ISR;FG;2
25m,A2,1039666,1042413,ISR;FG;2
25m,A3,1045689,1049339,B+ISR; V+FG; 3
25m,sad,1045689,1049339,B+ISR; V+FG; 3
25m,A1,1046550,1049220,ISR;FG;1
25m,bau,1046550,1049220,ISR;FG;1
25m,mas,1046550,1049220,ISR;FG;1
25m,A2,1046733,1049347,ISR;FG;2
25m,A3,1049350,1050770,SR; 0;0
25m,bau,1049350,1050770,SR; 0;0
25m,mas,1049350,1050770,SR; 0;0
25m,sad,1049350,1050770,SR; 0;0
25m,A1,1051070,1051560,ISR;FG;1
25m,bau,1051070,1051560,ISR;FG;1
25m,mas,1051070,1051560,ISR;FG;1
25m,sad,1051070,1051560,ISR;FG;1
25m,A3,1051200,1051540,P; FG; 1
25m,A3,1051960,1058080,B+ISR; V+FG; HM; 3
25m,A2,1051960,1058067,ISR;FG+HM;3
25m,A1,1052010,1058050,ISR;FG;2
25m,bau,1052010,1058050,ISR;FG;2
25m,mas,1052010,1058050,ISR;FG;2
25m,sad,1052010,1058050,ISR;FG;2
25m,A3,1058729,1061439,B+ISR; FG+HM; 3
25m,A2,1058747,1061453,ISR+B;FG;2
25m,A1,1058790,1061380,ISR;FG;1
25m,bau,1058790,1061380,ISR;FG;1
25m,mas,1058790,1061380,ISR;FG;1
25m,sad,1058790,1061380,ISR;FG;1
25m,A3,1061750,1064340,B+ISR; V+FG; 3
25m,A2,1061774,1064334,ISR;FG;2
25m,A1,1061900,1064340,B;FG;2
25m,bau,1061900,1064340,B;FG;2
25m,mas,1061900,1064340,B;FG;2
25m,sad,1061900,1064340,B;FG;2
25m,A3,1064669,1065309,B+ISR; FG; 1
25m,A2,1064680,1065267,ISR;FG;1
25m,A1,1064720,1065220,ISR;FG;1
25m,bau,1064720,1065220,ISR;FG;1
25m,mas,1064720,1065220,ISR;FG;1
25m,sad,1064720,1065220,ISR;FG;1
25m,A3,1066240,1067830,B+ISR; V+FG; 3
25m,A1,1066420,1067350,_;V+ME;1
25m,bau,1066420,1067350,_;V+ME;1
25m,mas,1066420,1067350,_;V+ME;1
25m,sad,1066420,1067350,_;V+ME;1
25m,A2,1066446,1067793,ISR;FG;2
25m,A1,1067450,1067780,ISR;FG;1
25m,A3,1068209,1069649,B+ISR; V+FG; 3
25m,A2,1068227,1069600,ISR;FG;2
25m,A1,1068640,1069390,ISR;FG;1
25m,bau,1068640,1069390,ISR;FG;1
25m,mas,1068640,1069390,ISR;FG;1
25m,sad,1068640,1069390,ISR;FG;1
25m,A1,1069420,1069510,B;FG;1
25m,A3,1070529,1071619,B+ISR; V+FG+ME; 3
25m,A1,1070560,1071440,ISR;FG;1
25m,bau,1070560,1071440,ISR;FG;1
25m,mas,1070560,1071440,ISR;FG;1
25m,sad,1070560,1071440,ISR;FG;1
25m,A2,1070587,1071587,SR;FG;2
25m,A1,1071500,1071570,B;FG;1
25m,A3,1072099,1072469,B+ISR; FG; 1
25m,bau,1072099,1072469,B+ISR; FG; 1
25m,mas,1072099,1072469,B+ISR; FG; 1
25m,sad,1072099,1072469,B+ISR; FG; 1
25m,A1,1076670,1077120,ISR;FG;1
25m,bau,1076670,1077120,ISR;FG;1
25m,mas,1076670,1077120,ISR;FG;1
25m,sad,1076670,1077120,ISR;FG;1
25m,A3,1076679,1077289,B+ISR; V+FG; 2
25m,A3,1077519,1079779,B+ISR; FG; 3
25m,A2,1077546,1080373,ISR;FG;2
25m,sad,1077546,1080373,ISR;FG;2
25m,A1,1077560,1079730,ISR;FG;1
25m,bau,1077560,1079730,ISR;FG;1
25m,mas,1077560,1079730,ISR;FG;1
25m,A3,1081529,1083499,B+ISR; FG; 3
25m,A2,1081587,1083480,ISR;FG;2
25m,A1,1081720,1083410,ISR;FG;1
25m,bau,1081720,1083410,ISR;FG;1
25m,mas,1081720,1083410,ISR;FG;1
25m,sad,1081720,1083410,ISR;FG;1
25m,A2,1083853,1085080,SR;FG;2
25m,A3,1084029,1085149,B; V+FG; 3
25m,A1,1084560,1084680,B;FG;1
25m,bau,1084560,1084680,B;FG;1
25m,mas,1084560,1084680,B;FG;1
25m,sad,1084560,1084680,B;FG;1
25m,A3,1085859,1088289,B+ISR; FG; 3
25m,sad,1085859,1088289,B+ISR; FG; 3
25m,A2,1086186,1088226,ISR+B;FG;2
25m,A1,1086280,1088110,B;FG+V;2
25m,bau,1086280,1088110,B;FG+V;2
25m,mas,1086280,1088110,B;FG+V;2
25m,A3,1088729,1090109,B+ISR; V+FG+HM; 3
25m,A2,1088853,1090093,ISR;FG+HM;2
25m,A1,1088940,1090000,_;V+FG+HM;2
25m,bau,1088940,1090000,_;V+FG+HM;2
25m,mas,1088940,1090000,_;V+FG+HM;2
25m,sad,1088940,1090000,_;V+FG+HM;2
25m,A3,1091179,1092289,B; V+FG+HM; 3
25m,A2,1091214,1094627,ISR+B;FG+HM;2
25m,sad,1091214,1094627,ISR+B;FG+HM;2
25m,A1,1091280,1091990,_;V;2
25m,bau,1091280,1091990,_;V;2
25m,mas,1091280,1091990,_;V;2
25m,A1,1092000,1092220,ISR;FG;1
25m,A1,1092640,1092920,ISR;FG;1
25m,A3,1092650,1092980,ISR; FG; 2
25m,A3,1093499,1094699,B+ISR; FG+HM; 3
25m,A1,1093500,1094600,ISR+B;FG+HM;3
25m,A2,1095027,1095520,ISR;FG;2
25m,A3,1095119,1095509,B+ISR; FG; 1
25m,A1,1095120,1095400,ISR;0;0
25m,bau,1095120,1095400,ISR;0;0
25m,mas,1095120,1095400,ISR;0;0
25m,sad,1095120,1095400,ISR;0;0
25m,A3,1097029,1098219,B+ISR; FG; 2
25m,sad,1097029,1098219,B+ISR; FG; 2
25m,A1,1097070,1098180,B;FG+V;2
25m,bau,1097070,1098180,B;FG+V;2
25m,mas,1097070,1098180,B;FG+V;2
25m,A2,1097080,1098200,B;FG;2
25m,A2,1098480,1098987,ISR;FG;2
25m,A1,1098540,1098920,ISR;FG;1
25m,bau,1098540,1098920,ISR;FG;1
25m,mas,1098540,1098920,ISR;FG;1
25m,A3,1098629,1098989,B+ISR; FG; 2
25m,sad,1098629,1098989,B+ISR; FG; 2
25m,A3,1099359,1101599,B; V+FG+HM; 3
25m,A1,1099410,1101450,ISR;FG+HM+V;3
25m,bau,1099410,1101450,ISR;FG+HM+V;3
25m,mas,1099410,1101450,ISR;FG+HM+V;3
25m,sad,1099410,1101450,ISR;FG+HM+V;3
25m,A2,1099440,1101600,ISR;FG;3
25m,A1,1101540,1101620,B;FG;2
25m,A3,1102959,1103869,B; FG+HM; 3
25m,bau,1102959,1103869,B; FG+HM; 3
25m,mas,1102959,1103869,B; FG+HM; 3
25m,A2,1103000,1103774,B;FG;2
25m,sad,1103000,1103774,B;FG;2
25m,A3,1104059,1105199,B; V+FG+HM; 3
25m,A2,1104173,1105173,ISR+B;FG;3
25m,A1,1104560,1105170,B;FG+HM;2
25m,bau,1104560,1105170,B;FG+HM;2
25m,mas,1104560,1105170,B;FG+HM;2
25m,sad,1104560,1105170,B;FG+HM;2
25m,A3,1105519,1106259,B+ISR; FG+HM; 3
25m,A2,1105520,1108000,ISR+B;FG;2
25m,sad,1105520,1108000,ISR+B;FG;2
25m,A1,1105700,1106100,P;FG;1
25m,bau,1105700,1106100,P;FG;1
25m,mas,1105700,1106100,P;FG;1
25m,A3,1106569,1108009,P+ISR; FG+HM; 3
25m,A1,1106580,1107950,B;FG+HM;3
25m,A2,1108440,1110707,ISR;FG;2
25m,A3,1108789,1110689,B+ISR; FG; 3
25m,A1,1108850,1109300,_;V;1
25m,bau,1108850,1109300,_;V;1
25m,mas,1108850,1109300,_;V;1
25m,sad,1108850,1109300,_;V;1
25m,A1,1109310,1110680,ISR;FG;2
26f,A3,9740,10240,ISR;FG;0
26f,A1,9830,10080,SR;0;0
26f,bau,9830,10080,SR;0;0
26f,mas,9830,10080,SR;0;0
26f,sad,9830,10080,SR;0;0
26f,A2,13520,15370,SR;0;0
26f,A1,13560,15350,SR;FG;1
26f,bau,13560,15350,SR;FG;1
26f,mas,13560,15350,SR;FG;1
26f,A3,13585,15315,ISR;FG;0
26f,sad,13585,15315,ISR;FG;0
26f,A1,28720,31090,SR;FG;1
26f,bau,28720,31090,SR;FG;1
26f,mas,28720,31090,SR;FG;1
26f,A2,28740,31010,SR;0;0
26f,sad,28740,31010,SR;0;0
26f,A3,28800,31100,ISR+SR;FG;0
26f,A2,33590,34760,SR;0;0
26f,A1,33620,34400,ISR;FG;1
26f,bau,33620,34400,ISR;FG;1
26f,mas,33620,34400,ISR;FG;1
26f,sad,33620,34400,ISR;FG;1
26f,A3,33650,34710,SR;FG;0
26f,A3,55762,56235,B;HM;0
26f,A1,55860,56140,B;FG;1
26f,bau,55860,56140,B;FG;1
26f,mas,55860,56140,B;FG;1
26f,sad,55860,56140,B;FG;1
26f,A2,60320,60670,P;0;0
26f,bau,60320,60670,P;0;0
26f,mas,60320,60670,P;0;0
26f,sad,60320,60670,P;0;0
26f,A2,64240,64580,P;0;0
26f,bau,64240,64580,P;0;0
26f,mas,64240,64580,P;0;0
26f,sad,64240,64580,P;0;0
26f,A2,65080,66010,SR;0;0
26f,A3,65110,65955,SR;FG;1	
26f,A1,65390,65860,B;0;0
26f,bau,65390,65860,B;0;0
26f,mas,65390,65860,B;0;0
26f,sad,65390,65860,B;0;0
26f,A2,70270,70750,SR;0;0
26f,bau,70270,70750,SR;0;0
26f,mas,70270,70750,SR;0;0
26f,sad,70270,70750,SR;0;0
26f,A2,72730,73220,B;HM;2
26f,bau,72730,73220,B;HM;2
26f,mas,72730,73220,B;HM;2
26f,sad,72730,73220,B;HM;2
26f,A2,90570,90850,ISR;0;0
26f,sad,90570,90850,ISR;0;0
26f,A3,90611,90810,ISR;HM;0
26f,bau,90611,90810,ISR;HM;0
26f,mas,90611,90810,ISR;HM;0
26f,A3,97185,98042,SR;HM+FG;1
26f,sad,97185,98042,SR;HM+FG;1
26f,A2,97350,97920,B;0;0
26f,A1,97370,97960,B;0;0
26f,bau,97370,97960,B;0;0
26f,mas,97370,97960,B;0;0
26f,A3,101583,101833,B;HM+FG;1
26f,bau,101583,101833,B;HM+FG;1
26f,mas,101583,101833,B;HM+FG;1
26f,sad,101583,101833,B;HM+FG;1
26f,A2,106270,107140,B;0;0
26f,A3,106470,107435,ISR;FG;1
26f,sad,106470,107435,ISR;FG;1
26f,A1,106530,107140,B+ISR;0;0
26f,bau,106530,107140,B+ISR;0;0
26f,mas,106530,107140,B+ISR;0;0
26f,A3,123394,123689,_;0;0
26f,bau,123394,123689,_;0;0
26f,mas,123394,123689,_;0;0
26f,sad,123394,123689,_;0;0
26f,A3,124344,124499,_;0;0
26f,bau,124344,124499,_;0;0
26f,mas,124344,124499,_;0;0
26f,sad,124344,124499,_;0;0
26f,A3,126602,127056,_;0;1
26f,bau,126602,127056,_;0;1
26f,mas,126602,127056,_;0;1
26f,sad,126602,127056,_;0;1
26f,A3,132359,132892,P;0;0
26f,A2,132400,132890,P;HM;1
26f,A1,132490,132710,P;0;0
26f,bau,132490,132710,P;0;0
26f,mas,132490,132710,P;0;0
26f,sad,132490,132710,P;0;0
26f,A1,133270,133430,SR;0;0
26f,bau,133270,133430,SR;0;0
26f,mas,133270,133430,SR;0;0
26f,sad,133270,133430,SR;0;0
26f,A2,133280,133710,SR;0;0
26f,A3,133283,133681,SR;0;0
26f,A3,137640,137953,_;FG;0
26f,bau,137640,137953,_;FG;0
26f,mas,137640,137953,_;FG;0
26f,sad,137640,137953,_;FG;0
26f,A3,138051,138516,IISR;0;0
26f,A1,138150,138360,ISR;0;0
26f,bau,138150,138360,ISR;0;0
26f,mas,138150,138360,ISR;0;0
26f,sad,138150,138360,ISR;0;0
26f,A2,143400,143760,P;HM;1
26f,bau,143400,143760,P;HM;1
26f,mas,143400,143760,P;HM;1
26f,sad,143400,143760,P;HM;1
26f,A2,161710,162130,P;FG;2
26f,bau,161710,162130,P;FG;2
26f,mas,161710,162130,P;FG;2
26f,sad,161710,162130,P;FG;2
26f,A3,172065,172267,_;FG;0
26f,bau,172065,172267,_;FG;0
26f,mas,172065,172267,_;FG;0
26f,sad,172065,172267,_;FG;0
26f,A3,172807,173410,_;0;0
26f,bau,172807,173410,_;0;0
26f,mas,172807,173410,_;0;0
26f,sad,172807,173410,_;0;0
26f,A2,173510,174090,B;HM;2
26f,bau,173510,174090,B;HM;2
26f,mas,173510,174090,B;HM;2
26f,sad,173510,174090,B;HM;2
26f,A3,188942,189750,B+SR;0;1
26f,A1,189320,189450,B;FG:1
26f,bau,189320,189450,B;FG:1
26f,mas,189320,189450,B;FG:1
26f,sad,189320,189450,B;FG:1
26f,A3,194886,196409,MUR;FG;0
26f,bau,194886,196409,MUR;FG;0
26f,mas,194886,196409,MUR;FG;0
26f,sad,194886,196409,MUR;FG;0
26f,A3,206951,208746,ISR;FG;1
26f,A1,206990,208640,SR;FG;1
26f,bau,206990,208640,SR;FG;1
26f,mas,206990,208640,SR;FG;1
26f,A2,207250,208620,SR;0;0
26f,sad,207250,208620,SR;0;0
26f,A2,211380,211950,P;0;0
26f,sad,211380,211950,P;0;0
26f,A3,211489,211736,P;0;0
26f,bau,211489,211736,P;0;0
26f,mas,211489,211736,P;0;0
26f,A2,214470,214810,P;0;0
26f,bau,214470,214810,P;0;0
26f,mas,214470,214810,P;0;0
26f,sad,214470,214810,P;0;0
26f,A3,222731,223025,P;0;1
26f,bau,222731,223025,P;0;1
26f,mas,222731,223025,P;0;1
26f,sad,222731,223025,P;0;1
26f,A2,228210,228470,P;0;0
26f,bau,228210,228470,P;0;0
26f,mas,228210,228470,P;0;0
26f,sad,228210,228470,P;0;0
26f,A2,247410,248270,SR;0;0
26f,A1,247520,248080,SR;0;0
26f,bau,247520,248080,SR;0;0
26f,mas,247520,248080,SR;0;0
26f,sad,247520,248080,SR;0;0
26f,A3,247568,248262,ISR+SR;0;0
26f,A3,252415,252941,B;0;0
26f,bau,252415,252941,B;0;0
26f,mas,252415,252941,B;0;0
26f,sad,252415,252941,B;0;0
26f,A3,253510,253815,P;FG;1
26f,bau,253510,253815,P;FG;1
26f,mas,253510,253815,P;FG;1
26f,A2,253590,254020,P;FG;1
26f,sad,253590,254020,P;FG;1
26f,A1,259556,259656,P;0;0
26f,bau,259556,259656,P;0;0
26f,mas,259556,259656,P;0;0
26f,sad,259556,259656,P;0;0
26f,A3,259579,259805,P;0;0
26f,A3,269857,270873,B;0;0
26f,bau,269857,270873,B;0;0
26f,mas,269857,270873,B;0;0
26f,sad,269857,270873,B;0;0
26f,A2,275450,275890,P;0;0
26f,sad,275450,275890,P;0;0
26f,A3,275563,275894,P;0;1
26f,bau,275563,275894,P;0;1
26f,mas,275563,275894,P;0;1
26f,A3,275957,276173,_;FG;0
26f,bau,275957,276173,_;FG;0
26f,mas,275957,276173,_;FG;0
26f,sad,275957,276173,_;FG;0
26f,A1,280132,280933,ISR;FG;1
26f,bau,280132,280933,ISR;FG;1
26f,mas,280132,280933,ISR;FG;1
26f,sad,280132,280933,ISR;FG;1
26f,A2,280350,280960,ISR;0;0
26f,A2,315580,316170,SR;0;0
26f,A1,315766,315924,ISR;0;0
26f,bau,315766,315924,ISR;0;0
26f,mas,315766,315924,ISR;0;0
26f,sad,315766,315924,ISR;0;0
26f,A2,340080,340500,P;FG;1
26f,bau,340080,340500,P;FG;1
26f,mas,340080,340500,P;FG;1
26f,sad,340080,340500,P;FG;1
26f,A1,348487,348756,B;FG;1
26f,bau,348487,348756,B;FG;1
26f,mas,348487,348756,B;FG;1
26f,sad,348487,348756,B;FG;1
26f,A1,371476,371800,ISR;FG;1
26f,bau,371476,371800,ISR;FG;1
26f,mas,371476,371800,ISR;FG;1
26f,sad,371476,371800,ISR;FG;1
26f,A2,383990,384830,SR;HM;0
26f,A1,384138,384711,SR;FG;1
26f,bau,384138,384711,SR;FG;1
26f,mas,384138,384711,SR;FG;1
26f,sad,384138,384711,SR;FG;1
26f,A2,393200,393730,SR;0;0
26f,A1,393298,393606,SR;0;0
26f,bau,393298,393606,SR;0;0
26f,mas,393298,393606,SR;0;0
26f,sad,393298,393606,SR;0;0
26f,A1,397844,397971,P;0;0
26f,bau,397844,397971,P;0;0
26f,mas,397844,397971,P;0;0
26f,sad,397844,397971,P;0;0
26m,A3,30180,30500,P; HM; 0
26m,bau,30180,30500,P; HM; 0
26m,mas,30180,30500,P; HM; 0
26m,sad,30180,30500,P; HM; 0
26m,A1,31500,31720,B;FG;1
26m,bau,31500,31720,B;FG;1
26m,mas,31500,31720,B;FG;1
26m,sad,31500,31720,B;FG;1
26m,A2,43310,43690,SR;0;0
26m,A1,43330,43710,SR;FG;1
26m,bau,43330,43710,SR;FG;1
26m,mas,43330,43710,SR;FG;1
26m,A3,43510,43880,SR; 0; 0
26m,sad,43510,43880,SR; 0; 0
26m,A3,55610,55960,SR; 0; 0
26m,bau,55610,55960,SR; 0; 0
26m,mas,55610,55960,SR; 0; 0
26m,sad,55610,55960,SR; 0; 0
26m,A2,102510,103110,B;0;0
26m,A1,102630,103380,B+P;FG;1
26m,bau,102630,103380,B+P;FG;1
26m,mas,102630,103380,B+P;FG;1
26m,A3,103120,103430,P; 0; 0
26m,sad,103120,103430,P; 0; 0
26m,A3,104140,104650,SR; 0; 0
26m,A1,104430,104520,B;FG;1
26m,bau,104430,104520,B;FG;1
26m,mas,104430,104520,B;FG;1
26m,sad,104430,104520,B;FG;1
26m,A2,170920,171780,ISR;FG;1
26m,A3,170930,172050,ISR; FG; 2
26m,sad,170930,172050,ISR; FG; 2
26m,A1,170970,171860,ISR;FG;2
26m,bau,170970,171860,ISR;FG;2
26m,mas,170970,171860,ISR;FG;2
26m,A3,172430,173240,B+ISR; FG; 2
26m,A2,172470,173240,ISR;FG;1
26m,A1,172500,173170,ISR;FG;2
26m,bau,172500,173170,ISR;FG;2
26m,mas,172500,173170,ISR;FG;2
26m,sad,172500,173170,ISR;FG;2
26m,A1,201050,201460,ISR;FG;1
26m,A3,201050,201630,ISR; 0; 0
26m,bau,201050,201460,ISR;FG;1
26m,mas,201050,201460,ISR;FG;1
26m,sad,201050,201460,ISR;FG;1
26m,A2,201080,201610,B+P;0;0
26m,A2,254200,254480,P;0;0
26m,bau,254200,254480,P;0;0
26m,mas,254200,254480,P;0;0
26m,sad,254200,254480,P;0;0
26m,A2,257670,258370,ISR;FG;1
26m,A3,257700,258400,ISR; FG; 1
26m,A1,257890,258270,ISR;FG;1
26m,bau,257890,258270,ISR;FG;1
26m,mas,257890,258270,ISR;FG;1
